id,suburb,state_id
4000,THE SLOPES,70
4001,RICHMOND RAAF,70
4002,BLIGH PARK,70
4003,CATTAI,70
4004,CENTRAL COLO,70
4005,CLARENDON,70
4006,COLO,70
4007,COLO HEIGHTS,70
4008,CORNWALLIS,70
4009,CUMBERLAND REACH,70
4010,EBENEZER,70
4011,FREEMANS REACH,70
4012,GLOSSODIA,70
4013,LOWER PORTLAND,70
4014,MAROOTA,70
4015,MCGRATHS HILL,70
4016,MELLONG,70
4017,MULGRAVE,70
4018,PITT TOWN,70
4019,PITT TOWN BOTTOMS,70
4020,SACKVILLE,70
4021,SACKVILLE NORTH,70
4022,SCHEYVILLE,70
4023,SOUTH MAROOTA,70
4024,SOUTH WINDSOR,70
4025,UPPER COLO,70
4026,WILBERFORCE,70
4027,WINDSOR,70
4028,WINDSOR DOWNS,70
4029,WOMERAH,70
4030,KURMOND,70
4031,BERAMBING,70
4032,BILPIN,70
4033,BLAXLANDS RIDGE,70
4034,EAST KURRAJONG,70
4035,KURRAJONG,70
4036,KURRAJONG HEIGHTS,70
4037,KURRAJONG HILLS,70
4038,MOUNT TOMAH,70
4039,MOUNTAIN LAGOON,70
4040,THE DEVILS WILDERNESS,70
4041,WHEENY CREEK,70
4042,ERSKINE PARK,70
4043,COLYTON,70
4044,NORTH ST MARYS,70
4045,OXLEY PARK,70
4046,ROPES CROSSING,70
4047,ST MARYS EAST,70
4048,ST MARYS SOUTH,70
4049,COLEBEE,70
4050,DEAN PARK,70
4051,GLENDENNING,70
4052,HASSALL GROVE,70
4053,OAKHURST,70
4054,PLUMPTON,70
4055,SCHOFIELDS,70
4056,ACACIA GARDENS,70
4057,QUAKERS HILL,70
4058,BERKSHIRE PARK,70
4059,BOX HILL,70
4060,MARAYLYA,70
4061,MARSDEN PARK,70
4062,OAKVILLE,70
4063,RIVERSTONE,70
4064,VINEYARD,70
4065,EASTERN CREEK,70
4066,ROOTY HILL,70
4067,DOONSIDE,70
4068,WOODCROFT,70
4069,GLENWOOD,70
4070,PARKLEA,70
4071,STANHOPE GARDENS,70
4072,THE PONDS,70
4073,BIDWILL,70
4074,BLACKETT,70
4075,DHARRUK,70
4076,EMERTON,70
4077,HEBERSHAM,70
4078,LETHBRIDGE PARK,70
4079,MINCHINBURY,70
4080,MOUNT DRUITT,70
4081,MOUNT DRUITT VILLAGE,70
4082,SHALVEY,70
4083,TREGEAR,70
4084,WHALAN,70
4085,WILLMOT,70
4086,GLENBROOK,70
4087,LAPSTONE,70
4088,BLAXLAND,70
4089,BLAXLAND EAST,70
4090,MOUNT RIVERVIEW,70
4091,WARRIMOO,70
4092,CENTRAL MACDONALD,70
4093,FERNANCES,70
4094,GUNDERMAN,70
4095,HIGHER MACDONALD,70
4096,LAUGHTONDALE,70
4097,LEETS VALE,70
4098,LOWER MACDONALD,70
4099,MARLOW,70
4100,MOGO CREEK,70
4101,PERRYS CROSSING,70
4102,SINGLETONS MILL,70
4103,SPENCER,70
4104,ST ALBANS,70
4105,UPPER MACDONALD,70
4106,WEBBS CREEK,70
4107,WISEMANS FERRY,70
4108,WRIGHTS CREEK,70
4109,FAULCONBRIDGE,70
4110,HAWKESBURY HEIGHTS,70
4111,SPRINGWOOD,70
4112,SUN VALLEY,70
4113,VALLEY HEIGHTS,70
4114,WINMALEE,70
4115,LINDEN,70
4116,WOODFORD,70
4117,HAZELBROOK,70
4118,KATOOMBA,70
4119,KATOOMBA DC,70
4120,LEURA,70
4121,MEDLOW BATH,70
4122,WENTWORTH FALLS,70
4123,BULLABURRA,70
4124,BLACKHEATH,70
4125,MEGALONG,70
4126,BELL,70
4127,DARGAN,70
4128,MOUNT IRVINE,70
4129,MOUNT VICTORIA,70
4130,MOUNT WILSON,70
4131,BLACK SPRINGS,70
4132,CHATHAM VALLEY,70
4133,DUCKMALOI,70
4134,EDITH,70
4135,GINGKIN,70
4136,GURNANG,70
4137,HAZELGROVE,70
4138,JAUNTER,70
4139,KANANGRA,70
4140,MOUNT WERONG,70
4141,MOZART,70
4142,NORWAY,70
4143,OBERON,70
4144,PORTERS RETREAT,70
4145,SHOOTERS HILL,70
4146,TARANA,70
4147,THE MEADOWS,70
4148,BEN BULLEN,70
4149,BLACKMANS FLAT,70
4150,BOWENFELS,70
4151,CLARENCE,70
4152,COBAR PARK,70
4153,CORNEY TOWN,70
4154,CULLEN BULLEN,70
4155,DOCTORS GAP,70
4156,GANBENANG,70
4157,HAMPTON,70
4158,HARTLEY,70
4159,HARTLEY VALE,70
4160,HASSANS WALLS,70
4161,HERMITAGE FLAT,70
4162,JENOLAN,70
4163,KANIMBLA,70
4164,LIDSDALE,70
4165,LITHGOW,70
4166,LITHGOW DC,70
4167,LITTLE HARTLEY,70
4168,LITTLETON,70
4169,LOWTHER,70
4170,MARRANGAROO,70
4171,MCKELLARS PARK,70
4172,MORTS ESTATE,70
4173,MOUNT LAMBIE,70
4174,NEWNES,70
4175,NEWNES PLATEAU,70
4176,OAKY PARK,70
4177,POTTERY ESTATE,70
4178,RYDAL,70
4179,SHEEDYS GULLY,70
4180,SODWALLS,70
4181,SOUTH BOWENFELS,70
4182,SOUTH LITTLETON,70
4183,STATE MINE GULLY,70
4184,VALE OF CLWYDD,70
4185,WOLGAN VALLEY,70
4186,WOLLANGAMBE,70
4187,CARCOAR,70
4188,ERROWANBANG,70
4189,BURNT YARDS,70
4190,MANDURAMA,70
4191,DARBYS FALLS,70
4192,ROSEBERG,70
4193,BUMBALDRY,70
4194,COWRA,70
4195,HOVELLS CREEK,70
4196,MOUNT COLLINS,70
4197,WATTAMONDARA,70
4198,ABERCROMBIE,70
4199,ABERCROMBIE RIVER,70
4200,ARKELL,70
4201,ARKSTONE,70
4202,BALD RIDGE,70
4203,BALLYROE,70
4204,BATHAMPTON,70
4205,BATHURST,70
4206,BILLYWILLINGA,70
4207,BREWONGLE,70
4208,BRUINBUN,70
4209,BURRAGA,70
4210,CALOOLA,70
4211,CHARLTON,70
4212,CLEAR CREEK,70
4213,COPPERHANNIA,70
4214,COW FLAT,70
4215,CRUDINE,70
4216,CURRAGH,70
4217,DARK CORNER,70
4218,DOG ROCKS,70
4219,DUNKELD,70
4220,DURAMANA,70
4221,EGLINTON,70
4222,ESSINGTON,70
4223,EVANS PLAINS,70
4224,FITZGERALDS VALLEY,70
4225,FOREST GROVE,70
4226,FOSTERS VALLEY,70
4227,FREEMANTLE,70
4228,GEMALLA,70
4229,GEORGES PLAINS,70
4230,GILMANDYKE,70
4231,GLANMIRE,70
4232,GORMANS HILL,70
4233,GOWAN,70
4234,HOBBYS YARDS,70
4235,ISABELLA,70
4236,JEREMY,70
4237,JUDDS CREEK,70
4238,KELSO,70
4239,KILLONGBUTTA,70
4240,KIRKCONNELL,70
4241,LAFFING WATERS,70
4242,LIMEKILNS,70
4243,LLANARTH,70
4244,LOCKSLEY,70
4245,MEADOW FLAT,70
4246,MILKERS FLAT,70
4247,MILLAH MURRAH,70
4248,MOORILDA,70
4249,MOUNT DAVID,70
4250,MOUNT PANORAMA,70
4251,MOUNT RANKIN,70
4252,NAPOLEON REEF,70
4253,NEWBRIDGE,70
4254,O'CONNELL,70
4255,ORTON PARK,70
4256,PALMERS OAKY,70
4257,PEEL,70
4258,PERTHVILLE,70
4259,RAGLAN,70
4260,ROBIN HILL,70
4261,ROCK FOREST,70
4262,ROCKLEY,70
4263,ROCKLEY MOUNT,70
4264,SOFALA,70
4265,SOUTH BATHURST,70
4266,STEWARTS MOUNT,70
4267,SUNNY CORNER,70
4268,TAMBAROORA,70
4269,TANNAS MOUNT,70
4270,THE LAGOON,70
4271,TRIANGLE FLAT,70
4272,TRUNKEY CREEK,70
4273,TURONDALE,70
4274,TWENTY FORESTS,70
4275,UPPER TURON,70
4276,WALANG,70
4277,WAMBOOL,70
4278,WATTLE FLAT,70
4279,WATTON,70
4280,WEST BATHURST,70
4281,WHITE ROCK,70
4282,WIAGDON,70
4283,WIMBLEDON,70
4284,WINBURNDALE,70
4285,WINDRADYNE,70
4286,WISEMANS CREEK,70
4287,YETHOLME,70
4288,BATHURST MC,70
4289,GARLAND,70
4290,BYNG,70
4291,FOREST REEFS,70
4292,GUYONG,70
4293,MILLTHORPE,70
4294,SPRING TERRACE,70
4295,TALLWOOD,70
4296,BLAYNEY,70
4297,BROWNS CREEK,70
4298,FITZGERALDS MOUNT,70
4299,NEVILLE,70
4300,VITTORIA,70
4301,BELGRAVIA,70
4302,BORENORE,70
4303,CADIA,70
4304,CANOBOLAS,70
4305,CARGO,70
4306,CLERGATE,70
4307,CLIFTON GROVE,70
4308,EMU SWAMP,70
4309,KANGAROOBIE,70
4310,KERRS CREEK,70
4311,LEWIS PONDS,70
4312,LIDSTER,70
4313,LOWER LEWIS PONDS,70
4314,LUCKNOW,70
4315,MARCH,70
4316,MULLION CREEK,70
4317,NANGAR,70
4318,NASHDALE,70
4319,OPHIR,70
4320,ORANGE,70
4321,ORANGE DC,70
4322,ORANGE EAST,70
4323,PANUARA,70
4324,SHADFORTH,70
4325,SPRING CREEK,70
4326,SPRINGSIDE,70
4327,SUMMER HILL CREEK,70
4328,WALDEGRAVE,70
4329,WINDERA,70
4330,BENDICK MURRELL,70
4331,CROWTHER,70
4332,WIRRIMAH,70
4333,BILLIMARI,70
4334,CANOWINDRA,70
4335,MOORBEL,70
4336,NYRANG CREEK,70
4337,GOOLOOGONG,70
4338,EUGOWRA,70
4339,KOORAWATHA,70
4340,WYANGALA,70
4341,GREENETHORPE,70
4342,BIMBI,70
4343,CARAGABAL,70
4344,GLENELG,70
4345,GRENFELL,70
4346,PINEY RANGE,70
4347,PINNACLE,70
4348,PULLABOOKA,70
4349,WARRADERRY,70
4350,APSLEY,70
4351,ARTHURVILLE,70
4352,BAKERS SWAMP,70
4353,BODANGORA,70
4354,COMOBELLA,70
4355,CURRA CREEK,70
4356,DRIPSTONE,70
4357,FARNHAM,70
4358,GOLLAN,70
4359,LAKE BURRENDONG,70
4360,MARYVALE,70
4361,MONTEFIORES,70
4362,MOOKERAWA,70
4363,MOUNT AQUILA,70
4364,MOUNT ARTHUR,70
4365,MUMBIL,70
4366,NEUREA,70
4367,SPICERS CREEK,70
4368,STUART TOWN,70
4369,SUNTOP,70
4370,WALMER,70
4371,WELLINGTON,70
4372,WUULUMAN,70
4373,YARRAGAL,70
4374,BURROWAY,70
4375,NARROMINE,70
4376,BUNDEMAR,70
4377,CATHUNDRAL,70
4378,DANDALOO,70
4379,GIN GIN,70
4380,TRANGIE,70
4381,BEEMUNNEL,70
4382,EENAWEENA,70
4383,MARTHAGUY,70
4384,MOUNT FOSTER,70
4385,MOUNT HARRIS,70
4386,MUMBLEBONE PLAIN,70
4387,PIGEONBAH,70
4388,RAVENSWOOD,70
4389,SNAKES PLAIN,70
4390,TENANDRA,70
4391,WARREN,70
4392,BABINDA,70
4393,BOBADAH,70
4394,BOGAN,70
4395,BUDDABADAH,70
4396,CANONBA,70
4397,FIVE WAYS,70
4398,HONEYBUGLE,70
4399,MIANDETTA,70
4400,MULLA,70
4401,MULLENGUDGERY,70
4402,MURRAWOMBIE,70
4403,NYNGAN,70
4404,PANGEE,70
4405,BEARBONG,70
4406,BIDDON,70
4407,BREELONG,70
4408,COLLIE,70
4409,CURBAN,70
4410,GILGANDRA,70
4411,MERRIGAL,70
4412,BLACK HOLLOW,70
4413,BOURBAH,70
4414,GULARGAMBONE,70
4415,MOUNT TENANDRA,70
4416,QUANDA,70
4417,TONDERBURINE,70
4418,WARRUMBUNGLE,70
4419,BILLEROY,70
4420,COMBARA,70
4421,CONIMBIA,70
4422,COONAMBLE,70
4423,GILGOOMA,70
4424,MAGOMETON,70
4425,NEBEA,70
4426,PINE GROVE,70
4427,TERIDGERIE,70
4428,URAWILKIE,70
4429,WINGADEE,70
4430,BALLIMORE,70
4431,BARBIGAL,70
4432,BENI,70
4433,BOOTHENBA,70
4434,BROCKLEHURST,70
4435,BRUAH,70
4436,BUNGLEGUMBIE,70
4437,BURRABADINE,70
4438,BUTLERS FALLS,70
4439,COOLBAGGIE,70
4440,CUMBOOGLE,70
4441,DUBBO,70
4442,DUBBO DC,70
4443,DUBBO EAST,70
4444,DUBBO GROVE,70
4445,DUBBO WEST,70
4446,ESCHOL,70
4447,EULOMOGO,70
4448,GLENGERRA,70
4449,GOONOO FOREST,70
4450,KICKABIL,70
4451,MINORE,70
4452,MOGRIGUY,70
4453,MURONBUNG,70
4454,MURRUMBIDGERIE,70
4455,RAWSONVILLE,70
4456,TERRAMUNGAMINE,70
4457,TOONGI,70
4458,WAMBANGALANG,70
4459,YARRABAR,70
4460,ARMATREE,70
4461,BALLADORAN,70
4462,BRENDA,70
4463,BULLAGREEN,70
4464,BYROCK,70
4465,CARINDA,70
4466,COOLABAH,70
4467,ELONG ELONG,70
4468,EUMUNGERIE,70
4469,GEURIE,70
4470,GIRILAMBONE,70
4471,GOODOOGA,70
4472,GUNGALMAN,70
4473,HERMIDALE,70
4474,MACQUARIE MARSHES,70
4475,MERRYGOEN,70
4476,NEILREX,70
4477,NEVERTIRE,70
4478,NUBINGERIE,70
4479,NYMAGEE,70
4480,PINE CLUMP,70
4481,PONTO,70
4482,QUAMBONE,70
4483,TERRABELLA,70
4484,THE MARRA,70
4485,TOOLOON,70
4486,TOORAWEENAH,70
4487,WESTELLA,70
4488,WONGARBON,70
4489,COME BY CHANCE,70
4490,CRYON,70
4491,CUMBORAH,70
4492,WALGETT,70
4493,COLLARENEBRI,70
4494,ANGLEDOOL,70
4495,LIGHTNING RIDGE,70
4496,BULLA,70
4497,CANBELEGO,70
4498,COBAR,70
4499,CUBBA,70
4500,GILGUNNIA,70
4501,IRYMPLE,70
4502,KERRIGUNDI,70
4503,KULWIN,70
4504,NOONA,70
4505,TINDAREY,70
4506,WHITE CLIFFS,70
4507,WILCANNIA,70
4508,BREWARRINA,70
4509,COLLERINA,70
4510,GONGOLGON,70
4511,NARRAN LAKE,70
4512,TALAWANTA,70
4513,WEILMORINGLE,70
4514,BOURKE,70
4515,ENNGONIA,70
4516,FORDS BRIDGE,70
4517,GUMBALIE,70
4518,GUNDERBOOKA,70
4519,HUNGERFORD,70
4520,LOUTH,70
4521,TILPA,70
4522,WANAARING,70
4523,YANTABULLA,70
4524,MENDOORAN,70
4525,MOLLYAN,70
4526,YARRAGRIN,70
4527,COOLAH,70
4528,BIRRIWA,70
4529,DUNEDOO,70
4530,LEADVILLE,70
4531,WALLERAWANG,70
4532,CAPERTEE,70
4533,GLEN DAVIS,70
4534,ROUND SWAMP,70
4535,PORTLAND,70
4536,BROGANS CREEK,70
4537,CHARBON,70
4538,CLANDULLA,70
4539,KANDOS,70
4540,BOGEE,70
4541,BREAKFAST CREEK,70
4542,BUDDEN,70
4543,BYLONG,70
4544,CAMBOON,70
4545,CARWELL,70
4546,COGGAN,70
4547,COXS CREEK,70
4548,COXS CROWN,70
4549,DABEE,70
4550,DUNGEREE,70
4551,DUNVILLE LOOP,70
4552,GINGHI,70
4553,GLEN ALICE,70
4554,GROWEE,70
4555,KELGOOLA,70
4556,LEE CREEK,70
4557,MOUNT MARSDEN,70
4558,MURRUMBO,70
4559,NULLO MOUNTAIN,70
4560,OLINDA,70
4561,PINNACLE SWAMP,70
4562,PYANGLE,70
4563,RYLSTONE,70
4564,UPPER BYLONG,70
4565,UPPER GROWEE,70
4566,UPPER NILE,70
4567,WIRRABA,70
4568,AARONS PASS,70
4569,APPLE TREE FLAT,70
4570,AVISFORD,70
4571,BARA,70
4572,BARIGAN,70
4573,BEN BUCKLEY,70
4574,BOCOBLE,70
4575,BOMBIRA,70
4576,BOTOBOLAR,70
4577,BUCKAROO,70
4578,BUDGEE BUDGEE,70
4579,BURRUNDULLA,70
4580,CAERLEON,70
4581,CANADIAN LEAD,70
4582,CARCALGONG,70
4583,COLLINGWOOD,70
4584,COOKS GAP,70
4585,COOYAL,70
4586,CROSS ROADS,70
4587,CUDGEGONG,70
4588,CULLENBONE,70
4589,CUMBO,70
4590,ERUDGERE,70
4591,EURUNDEREE,70
4592,FROG ROCK,70
4593,GALAMBINE,70
4594,GLEN AYR,70
4595,GRATTAI,70
4596,GREEN GULLY,70
4597,HARGRAVES,70
4598,HAVILAH,70
4599,HAYES GAP,70
4600,HILL END,70
4601,HOME RULE,70
4602,ILFORD,70
4603,KAINS FLAT,70
4604,LINBURN,70
4605,LUE,70
4606,MAITLAND BAR,70
4607,MENAH,70
4608,MEROO,70
4609,MONIVAE,70
4610,MOOLARBEN,70
4611,MOUNT FROME,70
4612,MOUNT KNOWLES,70
4613,MUDGEE,70
4614,MULLAMUDDY,70
4615,MUNGHORN,70
4616,PIAMBONG,70
4617,PUTTA BUCCA,70
4618,PYRAMUL,70
4619,QUEENS PINCH,70
4620,RIVERLEA,70
4621,RUNNING STREAM,70
4622,SALLYS FLAT,70
4623,SPRING FLAT,70
4624,ST FILLANS,70
4625,TICHULAR,70
4626,TOTNES VALLEY,70
4627,TRIAMBLE,70
4628,TURILL,70
4629,TWELVE MILE,70
4630,ULAN,70
4631,ULLAMALLA,70
4632,WILBETREE,70
4633,WILPINJONG,70
4634,WINDEYER,70
4635,WOLLAR,70
4636,WORLDS END,70
4637,YARRABIN,70
4638,YARRAWONGA,70
4639,BARNEYS REEF,70
4640,BERYL,70
4641,BIRAGANBIL,70
4642,BUNGABA,70
4643,COPE,70
4644,CUMBANDRY,70
4645,GOOLMA,70
4646,GULGONG,70
4647,MEBUL,70
4648,MEROTHERIE,70
4649,STUBBO,70
4650,TALLAWANG,70
4651,BOREE,70
4652,BOWAN PARK,70
4653,CUDAL,70
4654,MURGA,70
4655,TOOGONG,70
4656,BOCOBRA,70
4657,GUMBLE,70
4658,MANILDRA,70
4659,BOOMEY,70
4660,CUNDUMBUL,70
4661,EUCHAREENA,70
4662,GARRA,70
4663,LARRAS LEE,70
4664,MOLONG,70
4665,BALDRY,70
4666,CUMNOCK,70
4667,EURIMBLA,70
4668,LOOMBAH,70
4669,YULLUNDRY,70
4670,BOURNEWOOD,70
4671,NORTH YEOVAL,70
4672,OBLEY,70
4673,UPPER OBLEY,70
4674,YEOVAL,70
4675,PEAK HILL,70
4676,TOMINGLEY,70
4677,TREWILGA,70
4678,ALECTOWN,70
4679,BUMBERRY,70
4680,COOKAMIDGERA,70
4681,COOKS MYALLS,70
4682,GOONUMBLA,70
4683,MANDAGERY,70
4684,TICHBORNE,70
4685,BANDON,70
4686,BEDGEREBONG,70
4687,BUNDABURRAH,70
4688,CALARIE,70
4689,CARRAWABBITY,70
4690,CORINELLA,70
4691,CUMBIJOWA,70
4692,DAROOBALGIE,70
4693,FAIRHOLME,70
4694,FORBES,70
4695,GAREMA,70
4696,GRAWLIN,70
4697,GUNNING GAP,70
4698,JEMALONG,70
4699,MULYANDRY,70
4700,OOMA,70
4701,WARROO,70
4702,WEELONG,70
4703,WIRRINYA,70
4704,YARRAGONG,70
4705,ALBERT,70
4706,MIAMLEY,70
4707,TOTTENHAM,70
4708,TULLAMORE,70
4709,BRUIE PLAINS,70
4710,FIFIELD,70
4711,OOTHA,70
4712,TRUNDLE,70
4713,YARRABANDAI,70
4714,BOGAN GATE,70
4715,GUNNINGBLAND,70
4716,NELUNGALOO,70
4717,BOONA MOUNT,70
4718,CONDOBOLIN,70
4719,DERRIWONG,70
4720,EREMERANG,70
4721,EUABALONG,70
4722,EUABALONG WEST,70
4723,KIACATOO,70
4724,MOUNT HOPE,70
4725,MULGUTHRIE,70
4726,IVANHOE,70
4727,MOSSGIEL,70
4728,MENINDEE,70
4729,SUNSET STRIP,70
4730,BROKEN HILL,70
4731,BROKEN HILL NORTH,70
4732,BROKEN HILL WEST,70
4733,BROUGHAMS GATE,70
4734,FOWLERS GAP,70
4735,LITTLE TOPAR,70
4736,MILPARINKA,70
4737,MUTAWINTJI,70
4738,PACKSADDLE,70
4739,SILVERTON,70
4740,SOUTH BROKEN HILL,70
4741,TIBOOBURRA,70
4742,AUSTRALIAN DEFENCE FORCES,70
4743,SYDNEY GATEWAY FACILITY,70
4744,LORD HOWE ISLAND,70
4745,NORFOLK ISLAND,70
4746,PARINGI,70
4747,MURRAY DOWNS,70
4748,MALLAN,70
4749,BAROOGA,70
4750,LALALTY,70
4751,LAKE HUME VILLAGE,70
4752,BRINGENBRONG,70
4753,JENNINGS,70
4754,CAMP CREEK,70
4755,TEXAS,70
4756,DARWIN,71
4757,PARAP,71
4758,ALAWA,71
4759,BRINKIN,71
4760,COCONUT GROVE,71
4761,JINGILI,71
4762,LEE POINT,71
4763,MILLNER,71
4764,MOIL,71
4765,MUIRHEAD,71
4766,NAKARA,71
4767,NIGHTCLIFF,71
4768,RAPID CREEK,71
4769,TIWI,71
4770,WAGAMAN,71
4771,WANGURI,71
4772,ANULA,71
4773,BUFFALO CREEK,71
4774,HOLMES,71
4775,KARAMA,71
4776,LEANYER,71
4777,MALAK,71
4778,MARRARA,71
4779,NORTHLAKES,71
4780,SANDERSON,71
4781,WOODLEIGH GARDENS,71
4782,WULAGI,71
4783,CHARLES DARWIN UNIVERSITY,71
4784,BAGOT,71
4785,CHARLES DARWIN,71
4786,COONAWARRA,71
4787,CULLEN BAY,71
4788,DARWIN DC,71
4789,DARWIN INTERNATIONAL AIRPORT,71
4790,DARWIN MC,71
4791,EAST POINT,71
4792,EATON,71
4793,FANNIE BAY,71
4794,LARRAKEYAH,71
4795,LUDMILLA,71
4796,RAAF BASE DARWIN,71
4797,STUART PARK,71
4798,THE GARDENS,71
4799,THE NARROWS,71
4800,WINNELLIE,71
4801,WOOLNER,71
4802,ACACIA HILLS,71
4803,ANGURUGU,71
4804,ANINDILYAKWA,71
4805,ANNIE RIVER,71
4806,BATHURST ISLAND,71
4807,BEES CREEK,71
4808,BELYUEN,71
4809,BLACK JUNGLE,71
4810,BLACKMORE,71
4811,BORDER STORE,71
4812,BURRUNDIE,71
4813,BYNOE,71
4814,BYNOE HARBOUR,71
4815,CHANNEL ISLAND,71
4816,CHARLOTTE,71
4817,CLARAVALE,71
4818,COBOURG,71
4819,COLLETT CREEK,71
4820,COOMALIE CREEK,71
4821,COX PENINSULA,71
4822,CROKER ISLAND,71
4823,DALY,71
4824,DALY RIVER,71
4825,DARWIN RIVER DAM,71
4826,DELISSAVILLE,71
4827,DOUGLAS-DALY,71
4828,EAST ARM,71
4829,EAST ARNHEM,71
4830,ELRUNDIE,71
4831,EVA VALLEY,71
4832,FINNISS VALLEY,71
4833,FLEMING,71
4834,FLY CREEK,71
4835,FREDS PASS,71
4836,GALIWINKU,71
4837,GLYDE POINT,71
4838,GOULBURN ISLAND,71
4839,GUNBALANYA,71
4840,GUNN POINT,71
4841,HAYES CREEK,71
4842,HIDDEN VALLEY,71
4843,HOTHAM,71
4844,KAKADU,71
4845,KOOLPINYAH,71
4846,LAKE BENNETT,71
4847,LAMBELLS LAGOON,71
4848,LITCHFIELD PARK,71
4849,LIVINGSTONE,71
4850,LLOYD CREEK,71
4851,MANDORAH,71
4852,MANINGRIDA,71
4853,MARANUNGA,71
4854,MARGARET RIVER,71
4855,MARRAKAI,71
4856,MCMINNS LAGOON,71
4857,MICKETT CREEK,71
4858,MIDDLE POINT,71
4859,MILIKAPITI,71
4860,MILINGIMBI,71
4861,MILLWOOD,71
4862,MILYAKBURRA,71
4863,MINJILANG,71
4864,MOUNT BUNDEY,71
4865,MURRUMUJUK,71
4866,NAUIYU,71
4867,NEMARLUK,71
4868,NGANMARRIYANGA,71
4869,NGUIU,71
4870,NUMBULWAR,71
4871,NUMBURINDI,71
4872,OENPELLI,71
4873,PALUMPA,71
4874,PEPPIMENARTI,71
4875,PIRLANGIMPI,71
4876,POINT STEPHENS,71
4877,POINT STUART,71
4878,PULARUMPI,71
4879,RAKULA,71
4880,RAMINGINING,71
4881,ROBIN FALLS,71
4882,RUM JUNGLE,71
4883,SANDPALMS ROADHOUSE,71
4884,SOUTHPORT,71
4885,STAPLETON,71
4886,THAMARRURR,71
4887,TIVENDALE,71
4888,TIWI ISLANDS,71
4889,TORTILLA FLATS,71
4890,TUMBLING WATERS,71
4891,UMBAKUMBA,71
4892,VERNON ISLANDS,71
4893,WADEYE,71
4894,WAGAIT BEACH,71
4895,WAK WAK,71
4896,WARRUWI,71
4897,WEDDELL,71
4898,WEST ARNHEM,71
4899,WISHART,71
4900,WOOLANING,71
4901,BERRIMAH,71
4902,KNUCKEY LAGOON,71
4903,HOLTZE,71
4904,PINELANDS,71
4905,ARCHER,71
4906,DRIVER,71
4907,DURACK,71
4908,FARRAR,71
4909,GRAY,71
4910,MARLOW LAGOON,71
4911,MOULDEN,71
4912,WOODROFFE,71
4913,BAKEWELL,71
4914,BELLAMACK,71
4915,GUNN,71
4916,JOHNSTON,71
4917,ROSEBERY HEIGHTS,71
4918,ZUCCOLI,71
4919,COOLALINGA,71
4920,HOWARD SPRINGS,71
4921,VIRGINIA,71
4922,HERBERT,71
4923,HUMPTY DOO,71
4924,NOONAMAH,71
4925,BERRY SPRINGS,71
4926,DUNDEE BEACH,71
4927,DUNDEE DOWNS,71
4928,DUNDEE FOREST,71
4929,DARWIN RIVER,71
4930,BATCHELOR,71
4931,ADELAIDE RIVER,71
4932,PINE CREEK,71
4933,COSSACK,71
4934,EMUNGALAN,71
4935,KATHERINE,71
4936,KATHERINE EAST,71
4937,KATHERINE SOUTH,71
4938,ARNOLD,71
4939,BAINES,71
4940,BARUNGA,71
4941,BESWICK,71
4942,BESWICK CREEK,71
4943,BINJARI,71
4944,BIRDUM,71
4945,BRADSHAW,71
4946,BULMAN WEEMOL,71
4947,CRESWELL,71
4948,DAGURAGU,71
4949,DALY WATERS,71
4950,DELAMERE,71
4951,DUNMARRA,71
4952,ELSEY,71
4953,ELSEY STATION,71
4954,FLORINA,71
4955,FLYING FOX,71
4956,GREGORY,71
4957,GULUNG MARDRULK,71
4958,GURINDJI,71
4959,JILKMINGGAN,71
4960,KALKARINDJI,71
4961,LAJAMANU,71
4962,LARRIMAH,71
4963,LIMMEN,71
4964,MANBULLOO,71
4965,MARANBOY,71
4966,MATARANKA,71
4967,MCARTHUR,71
4968,MINIYERI,71
4969,NGUKURR,71
4970,NITMILUK,71
4971,PELLEW ISLANDS,71
4972,PIGEON HOLE,71
4973,ROBINSON RIVER,71
4974,STURT PLATEAU,71
4975,TANAMI EAST,71
4976,TIMBER CREEK,71
4977,TOP SPRINGS,71
4978,VENN,71
4979,VICTORIA RIVER,71
4980,VICTORIA RIVER DOWNS,71
4981,WARUMUNGU,71
4982,WAVE HILL,71
4983,YARRALIN,71
4984,TINDAL,71
4985,BORROLOOLA,71
4986,KING ASH BAY,71
4987,TENNANT CREEK,71
4988,BRUNCHILLY,71
4989,AVON DOWNS,71
4990,CALVERT,71
4991,CRESSWELL DOWNS,71
4992,ELLIOTT,71
4993,HELEN SPRINGS,71
4994,MUCKATY STATION,71
4995,NEWCASTLE WATERS,71
4996,NICHOLSON,71
4997,PAMAYU,71
4998,PHILLIP CREEK STATION,71
4999,RENNER SPRINGS,71
5000,TABLELANDS,71
5001,THREE WAYS,71
5002,WARREGO,71
5003,WOLLOGORANG STATION,71
5004,WYCLIFFE WELL,71
5005,ALICE SPRINGS,71
5006,ARUMBERA,71
5007,BRAITLING,71
5008,CICCONE,71
5009,CONNELLAN,71
5010,DESERT SPRINGS,71
5011,EAST SIDE,71
5012,GILLEN,71
5013,ILPARPA,71
5014,IRLPME,71
5015,LARAPINTA,71
5016,MOUNT JOHNS,71
5017,ROSS,71
5018,SADADEEN,71
5019,STUART,71
5020,UNDOOLYA,71
5021,WHITE GUMS,71
5022,AHERRENGE,71
5023,ALI CURUNG,71
5024,AMATA,71
5025,AMOONGUNA,71
5026,AMPILATWATJA,71
5027,ANATYE,71
5028,ANMATJERE,71
