suburb,state_id,postcode,postcode,suburb,
EENAWEENA,70,,3818,DROUIN SOUTH,
EERWAH VALE,72,,3818,DROUIN WEST,
EGANSTOWN,75,,3636,DRUMANURE,
EGANU,76,,3304,DRUMBORG,
EGG LAGOON,74,,3215,DRUMCONDRA,
EGGS AND BACON BAY,74,,3570,DRUMMARTIN,
EGLINTON,70,,3461,DRUMMOND,
EGYPT,72,,6532,DRUMMOND COVE,
EIDSVOLD,72,,3446,DRUMMOND NORTH,
EIDSVOLD EAST,72,,4724,DRUMMONDSLOPE,
EIDSVOLD WEST,72,,1470,DRUMMOYNE,
EIGHT MILE CREEK,72,,2047,DRUMMOYNE,
EIGHT MILE PLAINS,72,,3401,DRUNG,
EIGHTEEN MILE,70,,2337,DRY CREEK,
EIGHTY MILE BEACH,76,,5094,DRY CREEK,
EILDON,75,,3461,DRY DIGGINGS,
EIMEO,72,,2630,DRY PLAIN,
EINASLEIGH,72,,6311,DRYANDRA,
EL ARISH,72,,3222,DRYSDALE,
ELABBIN,76,,6740,DRYSDALE RIVER,
ELACHBUTTING,76,,4712,DUARINGA,
ELAINE,75,,2830,DUBBO,
ELAMAN CREEK,72,,2830,DUBBO EAST,
ELANDS,70,,2830,DUBBO GROVE,
ELANORA,72,,2830,DUBBO WEST,
ELANORA HEIGHTS,70,,5501,DUBLIN,
ELBOW VALLEY,72,,3409,DUCHEMBEGARRA,
ELCOMBE,70,,4825,DUCHESS,
ELDERSLIE,70,,2469,DUCK CREEK,
ELDORADO,75,,5607,DUCK PONDS,
ELECTRA,72,,2321,DUCKENFIELD,
ELECTRONA,74,,4650,DUCKINWILLA,
ELEEBANA,70,,4405,DUCKLO,
ELERMORE VALE,70,,2787,DUCKMALOI,
ELEVATED PLAINS,75,,6519,DUDAWA,
ELGIN,76,,6363,DUDININ,
ELGIN VALE,72,,2290,DUDLEY,
ELI WATERS,72,,5222,DUDLEY EAST,
ELIMBAH,72,,5008,DUDLEY PARK,
ELINGAMITE,75,,6210,DUDLEY PARK,
ELINGAMITE NORTH,75,,5222,DUDLEY WEST,
ELIZABETH,73,,2611,DUFFY,
ELIZABETH BAY,70,,2084,DUFFYS FOREST,
ELIZABETH BEACH,70,,4310,DUGANDAN,
ELIZABETH DOWNS,73,,4671,DUINGAL,
ELIZABETH EAST,73,,6475,DUKIN,
ELIZABETH GROVE,73,,4425,DULACCA,
ELIZABETH HILLS,70,,6383,DULBELLING,
ELIZABETH NORTH,73,,7025,DULCOT,
ELIZABETH PARK,73,,2484,DULGUIGAN,
ELIZABETH SOUTH,73,,4560,DULONG,
ELIZABETH TOWN,74,,4702,DULULU,
ELIZABETH VALE,73,,5065,DULWICH,
ELIZABETH WEST,73,,2203,DULWICH HILL,
ELIZABETH WEST DC,73,,6425,DULYALBIN,
ELLALONG,70,,2484,DUM DUM,
ELLAND,70,,2350,DUMARESQ,
ELLANGOWAN,70,,2430,DUMARESQ ISLAND,
ELLASWOOD,75,,3956,DUMBALK,
ELLEKER,76,,3956,DUMBALK NORTH,
ELLEN GROVE,72,,6566,DUMBARTON,
ELLENBOROUGH,70,,6312,DUMBERNING,
ELLENBROOK,76,,4740,DUMBLETON,
ELLENBROOK EAST,76,,6350,DUMBLEYUNG,
ELLENDALE,74,,2460,DUMBUDGERY,
ELLERBECK,72,,4715,DUMGREE,
ELLERSLIE,70,,3527,DUMOSA,
ELLERSTON,70,,4702,DUMPY CREEK,
ELLESMERE,72,,3371,DUNACH,
ELLIMINYT,75,,7177,DUNALLEY,
ELLINBANK,75,,2484,DUNBIBLE,
ELLINJAA,72,,2443,DUNBOGAN,
ELLINTHORP,72,,5223,DUNCAN,
ELLIOTT,71,,2340,DUNCANS CREEK,
ELLIOTT HEADS,72,,6023,DUNCRAIG,
ELLIS BEACH,72,,4625,DUNDARRAH,
ELLIS LANE,70,,2117,DUNDAS,
ELLISTON,73,,4306,DUNDAS,
ELMHURST,75,,6443,DUNDAS,
ELMORE,75,,2117,DUNDAS VALLEY,
ELONG ELONG,70,,4650,DUNDATHU,
ELPHINSTONE,72,,2370,DUNDEE,
ELRINGTON,70,,840,DUNDEE BEACH,
ELRUNDIE,71,,840,DUNDEE DOWNS,
ELSEY,71,,840,DUNDEE FOREST,
ELSEY STATION,71,,3271,DUNDONNELL,
ELSMORE,70,,4655,DUNDOWRAN,
ELSTERNWICK,75,,4655,DUNDOWRAN BEACH,
ELTHAM,70,,4740,DUNDULA,
ELTHAM NORTH,75,,2453,DUNDURRABIN,
ELVINA BAY,70,,3175,DUNEARN,
ELWOMPLE,73,,2844,DUNEDOO,
ELWOOD,75,,2480,DUNGARUBBA,
EMBLETON,76,,2830,DUNGARY,
EMERALD,72,,2484,DUNGAY,
EMERALD BEACH,70,,2849,DUNGEREE,
EMERALD HILL,70,,2420,DUNGOG,
EMERTON,70,,2340,DUNGOWAN,
EMITA,74,,4852,DUNK,
EMMAVILLE,70,,2795,DUNKELD,
EMPIRE BAY,70,,3294,DUNKELD,
EMPIRE VALE,70,,4465,DUNKELD,
EMU,75,,3630,DUNKIRK,
EMU BAY,73,,2615,DUNLOP,
EMU CREEK,72,,3472,DUNLUCE,
EMU DOWNS,73,,4650,DUNMORA,
EMU FLAT,73,,2529,DUNMORE,
EMU HEIGHTS,70,,4407,DUNMORE,
EMU PARK,72,,6355,DUNN ROCK,
EMU PLAINS,70,,3377,DUNNEWORTHY,
EMU POINT,76,,4740,DUNNROCK,
EMU SWAMP,70,,3352,DUNNSTOWN,
EMU VALE,72,,2330,DUNOLLY,
EMUNGALAN,71,,3472,DUNOLLY,
ENCOUNTER BAY,73,,2480,DUNOON,
ENDEAVOUR FALLS,72,,7304,DUNORLAN,
ENDEAVOUR HILLS,75,,3312,DUNROBIN,
ENDRICK,70,,4728,DUNROBIN,
ENEABBA,76,,2321,DUNS CREEK,
ENFIELD,70,,6281,DUNSBOROUGH,
ENFIELD PLAZA,73,,2600,DUNTROON,
ENFIELD SOUTH,70,,2849,DUNVILLE LOOP,
ENGADINE,70,,4183,DUNWICH,
ENGAWALA,71,,830,DURACK,
ENGLAND CREEK,72,,4077,DURACK,
ENGLEFIELD,75,,6743,DURACK,
ENGLORIE PARK,70,,4413,DURAH,
ENMORE,70,,2158,DURAL,
ENNGONIA,70,,2330,DURAL,
ENNUIN,76,,2795,DURAMANA,
ENOCHS POINT,75,,2487,DURANBAH,
ENOGGERA,72,,6393,DURANILLIN,
ENOGGERA RESERVOIR,72,,6532,DURAWAH,
ENSAY,75,,3342,DURDIDWARRAH,
ENSAY NORTH,75,,4454,DURHAM DOWNS,
ENVIRONA,70,,5731,DURHAM DOWNS,
EPPALOCK,75,,3352,DURHAM LEAD,
EPPING,70,,3576,DURHAM OX,
EPPING DC,75,,2344,DURI,
EPPING FOREST,74,,2486,DUROBY,
EPSOM,72,,4610,DURONG,
ERADU,76,,4610,DURONG SOUTH,
ERADU SOUTH,76,,2622,DURRAN DURRA,
ERAKALA,72,,2536,DURRAS NORTH,
ERARING,70,,2259,DURREN DURREN,
ERCILDOUNE,75,,3851,DUTSON,
EREMERANG,70,,3851,DUTSON DOWNS,
ERICA,75,,5356,DUTTON,
ERIGOLIA,70,,5356,DUTTON EAST,
ERIN VALE,70,,4102,DUTTON PARK,
ERINA,70,,4821,DUTTON RIVER,
ERINA FAIR,70,,3305,DUTTON WAY,
ERINA HEIGHTS,70,,2350,DUVAL,
ERINDALE,73,,3323,DUVERNEY,
ERINDALE CENTRE,69,,6308,DWARDA,
ERITH,73,,6213,DWELLINGUP,
ERLDUNDA,71,,2429,DYERS CROSSING,
ERMINGTON,70,,4626,DYKEHEAD,
ERNABELLA,73,,4492,DYNEVOR,
ERNESTINA,72,,7005,DYNNYRNE,
EROMANGA,72,,2470,DYRAABA,
EROWAL BAY,70,,2330,DYRRING,
ERRIBA,74,,3660,DYSART,
ERRINUNDRA,75,,4745,DYSART,
ERROWANBANG,70,,7030,DYSART,
ERSKINE,73,,6281,EAGLE BAY,
ERSKINE PARK,70,,4009,EAGLE FARM,
ERSKINEVILLE,70,,4271,EAGLE HEIGHTS,
ERUB,72,,5150,EAGLE ON THE HILL,
ERUDGERE,70,,3878,EAGLE POINT,
ESCHOL,70,,2558,EAGLE VALE,
ESCHOL PARK,70,,4207,EAGLEBY,
ESK,70,,4742,EAGLEFIELD,
ESKDALE,72,,3556,EAGLEHAWK,
ESMERALDA,72,,7179,EAGLEHAWK NECK,
ESMOND,75,,3556,EAGLEHAWK NORTH,
ESPERANCE,76,,3084,EAGLEMONT,
ESSENDON,75,,2324,EAGLETON,
ESSENDON FIELDS,75,,3669,EARLSTON,
ESSENDON NORTH,75,,4870,EARLVILLE,
ESSENDON WEST,75,,2206,EARLWOOD,
ESSINGTON,70,,2640,EAST ALBURY,
ESTELLA,70,,6290,EAST AUGUSTA,
ETHELTON,73,,3875,EAST BAIRNSDALE,
ETMILYN,76,,6606,EAST BALLIDU,
ETNA CREEK,72,,2478,EAST BALLINA,
ETON,72,,4883,EAST BARRON,
ETON NORTH,72,,3550,EAST BENDIGO,
ETTALONG BEACH,70,,6304,EAST BEVERLEY,
ETTAMOGAH,70,,6535,EAST BOWES,
ETTREMA,70,,2576,EAST BOWRAL,
ETTRICK,70,,2335,EAST BRANXTON,
ETTY BAY,72,,4169,EAST BRISBANE,
EUABALONG,70,,6230,EAST BUNBURY,
EUABALONG WEST,70,,7321,EAST CAM,
EUBENANGEE,72,,6107,EAST CANNINGTON,
EUBERTA,70,,6701,EAST CARNARVON,
EUCHAREENA,70,,6532,EAST CHAPMAN,
EUCLA,76,,4353,EAST COOYAR,
EUCUMBENE,70,,2471,EAST CORAKI,
EUDLO,72,,2518,EAST CORRIMAL,
EUDUNDA,73,,4871,EAST CREEK,
EUGENANA,74,,6608,EAST DAMBORING,
EUGOWRA,70,,4570,EAST DEEP CREEK,
EUKEY,72,,7310,EAST DEVONPORT,
EULAH CREEK,70,,4695,EAST END,
EULEILAH,72,,4854,EAST FELUGA,
EULO,72,,6158,EAST FREMANTLE,
EULOMOGO,70,,3219,EAST GEELONG,
EUMAMURRIN,72,,2250,EAST GOSFORD,
EUMEMMERRING,75,,2311,EAST GRESFORD,
EUMUNDI,72,,4343,EAST HALDON,
EUMUNGERIE,70,,2213,EAST HILLS,
EUNANOREENYA,70,,4860,EAST INNISFAIL,
EUNGAI CREEK,70,,4305,EAST IPSWICH,
EUNGAI RAIL,70,,2627,EAST JINDABYNE,
EUNGELLA,70,,2576,EAST KANGALOON,
EUNGELLA DAM,72,,2440,EAST KEMPSEY,
EUNGELLA HINTERLAND,72,,2071,EAST KILLARA,
EURACK,75,,2758,EAST KURRAJONG,
EURAMO,72,,7250,EAST LAUNCESTON,
EURARDY,76,,2070,EAST LINDFIELD,
EUREKA,70,,2480,EAST LISMORE,
EURELIA,73,,2536,EAST LYNNE,
EURIMBLA,70,,6705,EAST LYONS RIVER,
EURIMBULA,72,,4740,EAST MACKAY,
EUROA,75,,2323,EAST MAITLAND,
EUROBIN,75,,3002,EAST MELBOURNE,
EUROBODALLA,70,,8002,EAST MELBOURNE,
EUROKA,70,,5558,EAST MOONTA,
EUROLEY,70,,6450,EAST MUNGLINUP,
EUROMINA,73,,6640,EAST MURCHISON,
EURONG,72,,6532,EAST NABAWA,
EURONGILLY,70,,4615,EAST NANANGO,
EURUNDEREE,70,,6275,EAST NANNUP,
EUSTON,70,,6355,EAST NEWDEGATE,
EUTHULLA,72,,4860,EAST PALMERSTON,
EVA VALLEY,71,,6004,EAST PERTH,
EVANDALE,73,,6892,EAST PERTH,
EVANS HEAD,70,,6308,EAST PINGELLY,
EVANS LANDING,72,,820,EAST POINT,
EVANS PLAINS,70,,6309,EAST POPANYINNING,
EVANSFORD,75,,7321,EAST RIDGLEY,
EVANSLEA,72,,6168,EAST ROCKINGHAM,
EVANSTON,73,,4861,EAST RUSSELL,
EVANSTON GARDENS,73,,2113,EAST RYDE,
EVANSTON PARK,73,,3852,EAST SALE RAAF,
EVANSTON SOUTH,73,,2324,EAST SEAHAM,
EVATT,69,,2340,EAST TAMWORTH,
EVELEIGH,70,,4350,EAST TOOWOOMBA,
EVELYN,72,,4871,EAST TRINITY,
EVERARD CENTRAL,73,,6101,EAST VICTORIA PARK,
EVERARD PARK,73,,6981,EAST VICTORIA PARK,
EVERGREEN,72,,2650,EAST WAGGA WAGGA,
EVERSLEY,75,,3678,EAST WANGARATTA,
EVERTON,75,,3799,EAST WARBURTON,
EVERTON HILLS,72,,2477,EAST WARDELL,
EVERTON PARK,72,,5259,EAST WELLINGTON,
EVERTON UPPER,75,,6370,EAST WICKEPIN,
EVIRON,70,,6532,EAST YUNA,
EWINGAR,70,,6260,EASTBROOK,
EWINGSDALE,70,,2766,EASTERN CREEK,
EWLYAMARTUP,76,,4305,EASTERN HEIGHTS,
EXETER,70,,3231,EASTERN VIEW,
EXFORD,75,,2036,EASTGARDENS,
EXMOUTH,76,,2018,EASTLAKES,
EXMOUTH GULF,76,,3463,EASTVILLE,
EXPORT PARK,73,,2122,EASTWOOD,
EXTON,74,,5063,EASTWOOD,
EYNESBURY,75,,4860,EATON,
FADDEN,69,,6232,EATON,
FAILFORD,70,,4037,EATONS HILL,
FAIRBANK,75,,2460,EATONSVILLE,
FAIRBRIDGE,76,,5320,EBA,
FAIRDALE,72,,5680,EBA ANCHORAGE,
FAIRFIELD,70,,4304,EBBW VALE,
FAIRFIELD EAST,70,,3691,EBDEN,
FAIRFIELD GARDENS,72,,2756,EBENEZER,
FAIRFIELD HEIGHTS,70,,4340,EBENEZER,
FAIRFIELD WEST,70,,5355,EBENEZER,
FAIRHAVEN,75,,2453,EBOR,
FAIRHOLME,70,,2311,ECCLESTON,
FAIRLEY,75,,3564,ECHUCA,
FAIRLIGHT,70,,3564,ECHUCA EAST,
FAIRNEY VIEW,72,,3564,ECHUCA SOUTH,
FAIRVIEW PARK,73,,3564,ECHUCA VILLAGE,
FAIRY BOWER,72,,3564,ECHUCA WEST,
FAIRY DELL,75,,5153,ECHUNGA,
FAIRY HILL,70,,3265,ECKLIN SOUTH,
FAIRY MEADOW,70,,2333,EDDERTON,
FAIRYMEAD,72,,3472,EDDINGTON,
FALBROOK,70,,7264,EDDYSTONE,
FALCON,76,,7264,EDDYSTONE POINT,
FALCONER,70,,2551,EDEN,
FALLS CREEK,70,,2474,EDEN CREEK,
FALMOUTH,74,,6054,EDEN HILL,
FALSE BAY,73,,5050,EDEN HILLS,
FANNIE BAY,71,,3757,EDEN PARK,
FAR MEADOW,70,,5235,EDEN VALLEY,
FARADAY,75,,3318,EDENHOPE,
FARGUNYAH,70,,4207,EDENS LANDING,
FARINA,73,,2176,EDENSOR PARK,
FARLEIGH,72,,2474,EDENVILLE,
FARLEY,70,,7321,EDGCUMBE BEACH,
FARMBOROUGH HEIGHTS,70,,4870,EDGE HILL,
FARNBOROUGH,72,,2027,EDGECLIFF,
FARNHAM,70,,3444,EDGECOMBE,
FARNSFIELD,72,,2390,EDGEROI,
FARRANTS HILL,70,,6027,EDGEWATER,
FARRAR,71,,2285,EDGEWORTH,
FARRARS CREEK,72,,3678,EDI,
FARRELL FLAT,73,,3678,EDI UPPER,
FARRER,69,,5630,EDILLILIE,
FARRINGDON,70,,5111,EDINBURGH,
FASSIFERN,70,,2787,EDITH,
FASSIFERN VALLEY,72,,7330,EDITH CREEK,
FAULCONBRIDGE,70,,5583,EDITHBURGH,
FAULKLAND,70,,3196,EDITHVALE,
FAWCETT,75,,4869,EDMONTON,
FAWCETTS PLAIN,70,,2551,EDROM,
FAWKNER,75,,4871,EDWARD RIVER,
FAWKNER EAST,75,,2722,EDWARDSTOWN,
FAWKNER NORTH,75,,5039,EDWARDSTOWN,
FEDERAL,70,,2824,EENAWEENA,
FELIXSTOW,73,,4562,EERWAH VALE,
FELTON,72,,3461,EGANSTOWN,
FELTON SOUTH,72,,6515,EGANU,
FELUGA,72,,7256,EGG LAGOON,
FENNELL BAY,70,,7112,EGGS AND BACON BAY,
FENTONBURY,74,,2795,EGLINTON,
FENTONS CREEK,75,,6034,EGLINTON,
FERGUSON,75,,4344,EGYPT,
FERN BAY,70,,4627,EIDSVOLD,
FERN GULLY,70,,4627,EIDSVOLD EAST,
FERN HILL,75,,4627,EIDSVOLD WEST,
FERN TREE,74,,4807,EIGHT MILE CREEK,
FERNANCES,70,,5291,EIGHT MILE CREEK,
FERNBANK,75,,4113,EIGHT MILE PLAINS,
FERNBANK CREEK,70,,2460,EIGHTEEN MILE,
FERNBROOK,70,,6725,EIGHTY MILE BEACH,
FERNDALE,75,,3713,EILDON,
FERNEY,72,,4740,EIMEO,
FERNHILL,70,,4871,EINASLEIGH,
FERNIHURST,75,,4855,EL ARISH,
FERNLEES,72,,6490,ELABBIN,
FERNLEIGH,70,,6479,ELACHBUTTING,
FERNMOUNT,70,,3334,ELAINE,
FERNSHAW,75,,4552,ELAMAN CREEK,
FERNSIDE,70,,2429,ELANDS,
FERNTREE GULLY,75,,4221,ELANORA,
FERNVALE,70,,2101,ELANORA HEIGHTS,
FERNY CREEK,75,,4370,ELBOW VALLEY,
FERNY GLEN,72,,2404,ELCOMBE,
FERNY GROVE,72,,2335,ELDERSLIE,
FERNY HILLS,72,,2570,ELDERSLIE,
FERNY HILLS DC,72,,7030,ELDERSLIE,
FERODALE,70,,3746,ELDORADO,
FERRYDEN PARK,73,,4670,ELECTRA,
FEYSVILLE,76,,7054,ELECTRONA,
FICKS CROSSING,72,,2282,ELEEBANA,
FIDDLETOWN,70,,2287,ELERMORE VALE,
FIELD,73,,3461,ELEVATED PLAINS,
FIELDING,72,,6237,ELGIN,
FIERY FLAT,75,,4615,ELGIN VALE,
FIFIELD,70,,4655,ELI WATERS,
FIFTEEN MILE,72,,4516,ELIMBAH,
FIG TREE POCKET,72,,3266,ELINGAMITE,
FIGTREE,70,,3266,ELINGAMITE NORTH,
FIMISTON,76,,5112,ELIZABETH,
FINCH HATTON,72,,2011,ELIZABETH BAY,
FINDON,73,,2428,ELIZABETH BEACH,
FINDON CREEK,70,,5113,ELIZABETH DOWNS,
FINE FLOWER,70,,5112,ELIZABETH EAST,
FINGAL,74,,5112,ELIZABETH GROVE,
FINGAL BAY,70,,5113,ELIZABETH NORTH,
FINGAL HEAD,70,,5113,ELIZABETH PARK,
FINKE,71,,5112,ELIZABETH SOUTH,
FINLAY VALE,72,,7304,ELIZABETH TOWN,
FINLEY,70,,5112,ELIZABETH VALE,
FINNIE,72,,5113,ELIZABETH WEST,
FINNISS,73,,2325,ELLALONG,
FINNISS VALLEY,71,,2460,ELLAND,
FINUCANE,76,,2470,ELLANGOWAN,
FIREFLY,70,,4361,ELLANGOWAN,
FIRLE,73,,3875,ELLASWOOD,
FISCHER,73,,6330,ELLEKER,
FISH CREEK,75,,4078,ELLEN GROVE,
FISH POINT,75,,2446,ELLENBOROUGH,
FISHER,69,,6069,ELLENBROOK,
FISHERMAN BAY,73,,6532,ELLENDALE,
FISHERMANS BAY,70,,7140,ELLENDALE,
FISHERMANS PARADISE,70,,4816,ELLERBECK,
FISHERMANS POCKET,72,,2729,ELLERSLIE,
FISHERMANS REACH,70,,3265,ELLERSLIE,
FISHERS HILL,70,,2337,ELLERSTON,
FISHERY FALLS,72,,4610,ELLESMERE,
FISHING POINT,70,,3250,ELLIMINYT,
FISKVILLE,75,,3821,ELLINBANK,
FITZGERALD,74,,4886,ELLINJAA,
FITZGERALD BAY,73,,4362,ELLINTHORP,
FITZGERALD CREEK,72,,862,ELLIOTT,
FITZGERALD RIVER NATIONAL PARK,76,,4670,ELLIOTT,
FITZGERALDS MOUNT,70,,7325,ELLIOTT,
FITZGERALDS VALLEY,70,,4670,ELLIOTT HEADS,
FITZGIBBON,72,,4879,ELLIS BEACH,
FITZROY,73,,2570,ELLIS LANE,
FITZROY CROSSING,76,,5670,ELLISTON,
FITZROY FALLS,70,,3469,ELMHURST,
FITZROY ISLAND,72,,3558,ELMORE,
FITZROY NORTH,75,,2831,ELONG ELONG,
FIVE DOCK,70,,3448,ELPHINSTONE,
FIVE MILES,73,,4361,ELPHINSTONE,
FIVE WAYS,70,,4742,ELPHINSTONE,
FLAGGY CREEK,75,,2325,ELRINGTON,
FLAGSTAFF,75,,2360,ELSMORE,
FLAGSTAFF HILL,73,,3185,ELSTERNWICK,
FLAGSTONE CREEK,72,,2480,ELTHAM,
FLAMETREE,72,,3095,ELTHAM,
FLAMINGO BEACH,75,,3095,ELTHAM NORTH,
FLAT TOPS,70,,2105,ELVINA BAY,
FLAXLEY,73,,5260,ELWOMPLE,
FLAXMAN VALLEY,73,,3184,ELWOOD,
FLAXTON,72,,6062,EMBLETON,
FLEMING,71,,3782,EMERALD,
FLEMINGTON,75,,4720,EMERALD,
FLETCHER,70,,2456,EMERALD BEACH,
FLETCHER CREEK,72,,2380,EMERALD HILL,
FLEURBAIX,72,,2770,EMERTON,
FLINDERS,70,,7255,EMITA,
FLINDERS CHASE,73,,2371,EMMAVILLE,
FLINDERS LANE,75,,2257,EMPIRE BAY,
FLINDERS PARK,73,,2478,EMPIRE VALE,
FLINDERS UNIVERSITY,73,,3475,EMU,
FLINDERS VIEW,72,,5223,EMU BAY,
FLINT,76,,3551,EMU CREEK,
FLINTON,72,,4355,EMU CREEK,
FLINTSTONE,74,,5381,EMU DOWNS,
FLORA HILL,75,,3522,EMU FLAT,
FLORAVILLE,70,,5453,EMU FLAT,
FLOREAT,76,,6431,EMU FLAT,
FLOREAT FORUM,76,,2750,EMU HEIGHTS,
FLORENCE BAY,72,,7320,EMU HEIGHTS,
FLORENTINE,74,,4710,EMU PARK,
FLOREY,69,,2750,EMU PLAINS,
FLORINA,71,,6330,EMU POINT,
FLOWERDALE,74,,2800,EMU SWAMP,
FLOWERPOT,74,,4371,EMU VALE,
FLOWERY GULLY,74,,5211,ENCOUNTER BAY,
FLY CREEK,71,,3802,ENDEAVOUR HILLS,
FLYING FISH POINT,72,,2622,ENDRICK,
FLYING FOX,71,,6518,ENEABBA,
FLYNN,69,,2136,ENFIELD,
FLYNNS BEACH,70,,3352,ENFIELD,
FLYNNS CREEK,75,,5085,ENFIELD,
FOOTSCRAY,75,,5085,ENFIELD PLAZA,
FORBES,70,,2133,ENFIELD SOUTH,
FORBES CREEK,70,,2233,ENGADINE,
FORBES RIVER,70,,4306,ENGLAND CREEK,
FORBESDALE,70,,3407,ENGLEFIELD,
FORCETT,74,,2560,ENGLORIE PARK,
FORDE,69,,2042,ENMORE,
FORDS,73,,2350,ENMORE,
FORDS BRIDGE,70,,2358,ENMORE,
FORDSDALE,72,,2840,ENNGONIA,
FORDWICH,70,,6484,ENNUIN,
FORESHORES,72,,4051,ENOGGERA,
FOREST,74,,4520,ENOGGERA RESERVOIR,
FOREST CREEK,72,,3895,ENSAY,
FOREST GLEN,70,,3895,ENSAY NORTH,
FOREST GROVE,70,,2620,ENVIRONA,
FOREST HILL,70,,3551,EPPALOCK,
FOREST LAKE,72,,1710,EPPING,
FOREST LAND,70,,1712,EPPING,
FOREST LODGE,70,,2121,EPPING,
FOREST RANGE,73,,3076,EPPING,
FOREST REEFS,70,,7211,EPPING FOREST,
FOREST RIDGE,72,,3551,EPSOM,
FORESTDALE,72,,4741,EPSOM,
FORESTER,74,,6532,ERADU,
FORESTHOME,72,,6532,ERADU SOUTH,
FORESTVALE,72,,4740,ERAKALA,
FORESTVILLE,70,,2264,ERARING,
FORGE CREEK,75,,3352,ERCILDOUNE,
FORMARTIN,72,,2877,EREMERANG,
FORREST,69,,3825,ERICA,
FORREST BEACH,72,,2669,ERIGOLIA,
FORRESTANIA,76,,2663,ERIN VALE,
FORRESTDALE,76,,2250,ERINA,
FORRESTERS BEACH,70,,2250,ERINA FAIR,
FORRESTFIELD,76,,2260,ERINA HEIGHTS,
FORRESTON,73,,5066,ERINDALE,
FORSAYTH,72,,2903,ERINDALE CENTRE,
FORSTER,70,,5461,ERITH,
FORSTER SHOPPING VILLAGE,70,,872,ERLDUNDA,
FORTESCUE,74,,1700,ERMINGTON,
FORTH,74,,2115,ERMINGTON,
FORTHSIDE,74,,4730,ERNESTINA,
FORTIS CREEK,70,,4480,EROMANGA,
FORTITUDE VALLEY,72,,2540,EROWAL BAY,
FORTITUDE VALLEY BC,72,,7310,ERRIBA,
FORTY MILE,72,,3889,ERRINUNDRA,
FOSSILBROOK,72,,2791,ERROWANBANG,
FOSTER,75,,2830,ERSKINE,
FOSTER NORTH,75,,5422,ERSKINE,
FOSTERS VALLEY,70,,6210,ERSKINE,
FOSTERTON,70,,2759,ERSKINE PARK,
FOSTERVILLE,75,,2043,ERSKINEVILLE,
FOUL BAY,73,,4875,ERUB,
FOULDEN,72,,2850,ERUDGERE,
FOUNTAIN,73,,2830,ESCHOL,
FOUNTAIN GATE,75,,2558,ESCHOL PARK,
FOUNTAINDALE,70,,2472,ESK,
FOUR CORNERS,70,,4312,ESK,
FOUR MILE CREEK,70,,3701,ESKDALE,
FOUR WAYS,72,,4312,ESKDALE,
FOWLERS BAY,73,,4871,ESMERALDA,
FOWLERS GAP,70,,3730,ESMOND,
FOX,73,,6450,ESPERANCE,
FOXDALE,72,,3040,ESSENDON,
FOXGROUND,70,,3041,ESSENDON NORTH,
FOXHOW,75,,3040,ESSENDON WEST,
FRAHNS,73,,2795,ESSINGTON,
FRAMLINGHAM,75,,2650,ESTELLA,
FRAMLINGHAM EAST,75,,5015,ETHELTON,
FRANCES,73,,6213,ETMILYN,
FRANCOIS PERON NATIONAL PARK,76,,4702,ETNA CREEK,
FRANKFIELD,72,,4741,ETON,
FRANKFORD,74,,4741,ETON NORTH,
FRANKLAND RIVER,76,,2257,ETTALONG BEACH,
FRANKLIN,69,,2640,ETTAMOGAH,
FRANKLINFORD,75,,2540,ETTREMA,
FRANKLYN,73,,2474,ETTRICK,
FRANKSTON,75,,5253,ETTRICK,
FRANKSTON EAST,75,,4858,ETTY BAY,
FRANKSTON HEIGHTS,75,,2877,EUABALONG,
FRANKSTON NORTH,75,,2877,EUABALONG WEST,
FRANKSTON SOUTH,75,,4860,EUBENANGEE,
FRANKTON,73,,2650,EUBERTA,
FRASER,69,,2866,EUCHAREENA,
FRASER ISLAND,72,,6443,EUCLA,
FRASER RANGE,76,,2628,EUCUMBENE,
FRAYVILLE,73,,2628,EUCUMBENE COVE,
FRAZER PARK,70,,4554,EUDLO,
FRAZERS CREEK,70,,5374,EUDUNDA,
FRAZERVIEW,72,,7310,EUGENANA,
FREDERICKSFIELD,72,,2806,EUGOWRA,
FREDERICKTON,70,,4380,EUKEY,
FREDS PASS,71,,2390,EULAH CREEK,
FREEBURGH,75,,4674,EULEILAH,
FREEBURN ISLAND,70,,2806,EULIMORE,
FREELING,73,,4491,EULO,
FREEMANS,70,,2830,EULOMOGO,
FREEMANS REACH,70,,4455,EUMAMURRIN,
FREEMANS WATERHOLE,70,,3177,EUMEMMERRING,
FREEMANTLE,70,,4562,EUMUNDI,
FREESTONE,72,,2831,EUMUNGERIE,
FREGON,73,,2441,EUNGAI CREEK,
FREMANTLE,76,,2441,EUNGAI RAIL,
FRENCH ISLAND,75,,2484,EUNGELLA,
FRENCH PARK,70,,4757,EUNGELLA,
FRENCHES CREEK,72,,4757,EUNGELLA DAM,
FRENCHMAN BAY,76,,4741,EUNGELLA HINTERLAND,
FRENCHMANS,75,,3251,EURACK,
FRENCHS FOREST,70,,4854,EURAMO,
FRENCHS FOREST EAST,70,,6532,EURARDY,
FRENCHVILLE,72,,2480,EUREKA,
FRESHWATER,70,,3350,EUREKA,
FRESHWATER CREEK,75,,4660,EUREKA,
FRESHWATER POINT,72,,5431,EURELIA,
FREWVILLE,73,,2867,EURIMBLA,
FREYCINET,74,,4677,EURIMBULA,
FRIDAY POCKET,72,,2880,EURIOWIE,
