suburb,state_id,postcode
ROSSBRIDGE,75,3377
ROSSGLEN,70,2439
ROSSGOLE,70,2336
ROSSI,70,2621
ROSSLEA,72,4812
ROSSLYN,72,4703
ROSSLYN PARK,73,5072
ROSSMORE,70,2557
ROSSMORE,76,6401
ROSSMOYA,72,4702
ROSSMOYNE,76,6148
ROSSVALE,72,4356
ROSSVILLE,72,4895
ROSTREVOR,73,5073
ROSTRON,75,3381
ROTHBURY,70,2320
ROTHSAY,76,6620
ROTHWELL,72,4022
ROTO,70,2675
ROTTNEST ISLAND,76,6161
ROUCHEL,70,2336
ROUCHEL BROOK,70,2336
ROUGHIT,70,2330
ROUND CORNER,70,2158
ROUND HILL,72,4677
ROUND HILL,74,7320
ROUND MOUNTAIN,70,2484
ROUND SWAMP,70,2846
ROUNDSTONE,72,4718
ROUS,70,2477
ROUS MILL,70,2477
ROUSE HILL,70,2155
ROWAN,70,2650
ROWELLA,74,7270
ROWENA,70,2387
ROWES BAY,72,4810
ROWLAND FLAT,73,5352
ROWLANDS CREEK,70,2484
ROWSLEY,75,3340
ROWVILLE,75,3178
ROXBURGH PARK,75,3064
ROXBY DOWNS,73,5725
ROYAL BRISBANE HOSPITAL,72,4029
ROYAL EXCHANGE,70,1221
ROYAL EXCHANGE,70,1222
ROYAL EXCHANGE,70,1223
ROYAL EXCHANGE,70,1224
ROYAL EXCHANGE,70,1225
ROYAL GEORGE,74,7213
ROYAL MELBOURNE HOSPITAL,75,3050
ROYAL NORTH SHORE HOSPITAL,70,2065
ROYAL PARK,73,5014
ROYALLA,70,2620
ROYSTON,72,4515
ROYSTON PARK,73,5070
ROZELLE,70,2039
RUABON,76,6280
RUBICON,75,3712
RUBY,75,3953
RUBYANNA,72,4670
RUBYVALE,72,4702
RUDALL,73,5642
RUDDS GULLY,76,6532
RUFFY,75,3666
RUFUS RIVER,70,2648
RUGBY,70,2583
RUKENVALE,70,2474
RULES BEACH,72,4674
RUN-O-WATERS,70,2580
RUNAWAY BAY,72,4216
RUNCORN,72,4113
RUNDLE MALL,73,5000
RUNGOO,72,4849
RUNNING CREEK,75,3691
RUNNING CREEK,72,4287
RUNNING STREAM,70,2850
RUNNYFORD,70,2536
RUNNYMEDE,75,3559
RUNNYMEDE,72,4615
RUNNYMEDE,74,7190
RUPANYUP,75,3388
RURAL VIEW,72,4740
RUSE,70,2560
RUSH CREEK,72,4521
RUSHCUTTERS BAY,70,2011
RUSHES CREEK,70,2346
RUSHFORTH,70,2460
RUSHWORTH,75,3612
RUSHY LAGOON,74,7264
RUSSELL,69,2600
RUSSELL ISLAND,72,4184
RUSSELL LEA,70,2046
RUSSELL VALE,70,2517
RUSSELLS BRIDGE,75,3331
RUTHERFORD,70,2320
RUTHERGLEN,75,3685
RUTHVEN,70,2480
RYAN,70,2658
RYAN,72,4825
RYANSBROOK,76,6395
RYANSTON,75,3992
RYDAL,70,2790
RYDALMERE,70,2116
RYDE,70,1680
RYDE,70,2112
RYE,75,3941
RYE PARK,70,2586
RYEFORD,72,4361
RYHOPE,70,2283
RYLSTONE,70,2849
RYTHDALE,75,3810
SABINA RIVER,76,6280
SABINE,72,4401
SACKVILLE,70,2756
SACKVILLE NORTH,70,2756
SADDLEBACK MOUNTAIN,70,2533
SADDLEWORTH,73,5413
SADLEIR,70,2168
SADLIERS CROSSING,72,4305
SAFETY BAY,76,6169
SAFETY BEACH,70,2456
SAFETY BEACH,75,3936
SAIBAI ISLAND,72,4875
SAILORS FALLS,75,3461
SAILORS GULLY,75,3556
SAILORS HILL,75,3461
SAINT HELENA,75,3088
SAINTS,73,5461
SALAMANDER BAY,70,2317
SALE,75,3850
SALE,75,3853
SALE NORTH,75,3850
SALEM,73,5255
SALISBURY,70,2420
SALISBURY,72,4107
SALISBURY,73,5108
SALISBURY DOWNS,73,5108
SALISBURY EAST,72,4107
SALISBURY EAST,73,5109
SALISBURY EAST NORTHBRI AVE,73,5109
SALISBURY HEIGHTS,73,5109
SALISBURY NORTH,73,5108
SALISBURY NORTH WHITES ROAD,73,5108
SALISBURY PARK,73,5109
SALISBURY PLAIN,73,5109
SALISBURY PLAINS,70,2358
SALISBURY SOUTH,73,5106
SALISBURY WEST,75,3517
SALLYS FLAT,70,2850
SALMON GUMS,76,6445
SALT ASH,70,2318
SALT CREEK,73,5264
SALTER POINT,76,6152
SALTER SPRINGS,73,5401
SALTIA,73,5433
SALTWATER,70,2430
SALTWATER RIVER,74,7186
SAMARIA,75,3673
SAMFORD,72,4520
SAMFORD VALLEY,72,4520
SAMFORD VILLAGE,72,4520
SAMPSON FLAT,73,5114
SAMSON,76,6163
SAMSONVALE,72,4520
SAN ISIDORE,70,2650
SAN REMO,70,2262
SAN REMO,75,3925
SAN REMO,76,6210
SANCROX,70,2446
SANCTUARY COVE,72,4212
SANCTUARY POINT,70,2540
SANDALWOOD,73,5309
SANDBAR,70,2428
SANDERGROVE,73,5255
SANDERSTON,73,5237
SANDFLY,74,7150
SANDFORD,75,3312
SANDFORD,74,7020
SANDGATE,70,2304
SANDGATE,72,4017
SANDHILL LAKE,75,3579
SANDHURST,75,3977
SANDIFORD,72,4740
SANDIGO,70,2700
SANDILANDS,70,2469
SANDILANDS,73,5571
SANDLETON,73,5356
SANDON,70,2463
SANDON,75,3462
SANDOWN VILLAGE,75,3171
SANDPATCH,76,6330
SANDRINGHAM,70,2219
SANDRINGHAM,75,3191
SANDRINGHAM,72,4701
SANDSPRINGS,76,6532
SANDSTONE,76,6639
SANDSTONE POINT,72,4511
SANDY BAY,74,7005
SANDY BAY,74,7006
SANDY BEACH,70,2456
SANDY CAMP,72,4361
SANDY CREEK,70,2338
SANDY CREEK,70,2835
SANDY CREEK,75,3695
SANDY CREEK,72,4515
SANDY CREEK,73,5350
SANDY CROSSING,70,2460
SANDY FLAT,70,2372
SANDY GROVE,73,5275
SANDY GULLY,70,2729
SANDY GULLY,76,6535
SANDY HILL,70,2372
SANDY HOLLOW,70,2333
SANDY POCKET,72,4871
SANDY POINT,70,2172
SANDY POINT,75,3959
SANDY RIDGES,72,4615
SANGER,70,2646
SANS SOUCI,70,2219
SANTA TERESA,71,872
SAPPHIRE,70,2360
SAPPHIRE,72,4702
SAPPHIRE BEACH,70,2450
SAPPHIRETOWN,73,5222
SARABAH,72,4275
SARATOGA,70,2251
SARINA,72,4737
SARINA BEACH,72,4737
SARINA RANGE,72,4737
SARSFIELD,75,3875
SASSAFRAS,70,2622
SASSAFRAS,75,3787
SASSAFRAS,74,7307
SASSAFRAS GULLY,75,3787
SAUMAREZ,70,2350
SAUMAREZ PONDS,70,2350
SAUNDERS BEACH,72,4818
SAVAGE RIVER,74,7321
SAVANNAH,72,4816
SAVERNAKE,70,2646
SAWMILL SETTLEMENT,75,3723
SAWPIT CREEK,70,2474
SAWTELL,70,2452
SAWYERS GULLY,70,2326
SAWYERS VALLEY,76,6074
SAXBY,72,4822
SCADDAN,76,6447
SCAMANDER,74,7215
SCARBOROUGH,70,2515
SCARBOROUGH,72,4020
SCARBOROUGH,76,6019
SCARBOROUGH,76,6922
SCARNESS,72,4655
SCARSDALE,75,3351
SCEALE BAY,73,5680
SCHELL WELL,73,5311
SCHEYVILLE,70,2756
SCHOFIELDS,70,2762
SCHROEDER,76,6285
SCONE,70,2337
SCOPUS,74,7330
SCORESBY,75,3179
SCOTCHMAN,70,2454
SCOTCHTOWN,74,7330
SCOTCHY POCKET,72,4570
SCOTIA,70,2648
SCOTLAND ISLAND,70,2105
SCOTSBURN,75,3352
SCOTSDALE,76,6333
SCOTT CREEK,73,5153
SCOTT RIVER,76,6288
SCOTT RIVER EAST,76,6275
SCOTTS BROOK,76,6244
SCOTTS CREEK,70,2338
SCOTTS CREEK,75,3267
SCOTTS FLAT,70,2330
SCOTTS HEAD,70,2447
SCOTTSDALE,74,7260
SCOTTVILLE,72,4804
SCRUB CREEK,72,4313
SCRUBBY CREEK,72,4478
SCRUBBY CREEK,72,4570
SCRUBBY MOUNTAIN,72,4356
SCULLIN,69,2614
SEA ELEPHANT,74,7256
SEA LAKE,75,3533
SEABIRD,76,6042
SEABROOK,75,3028
SEACLIFF,73,5049
SEACLIFF PARK,73,5049
SEACOMBE,75,3851
SEACOMBE GARDENS,73,5047
SEACOMBE HEIGHTS,73,5047
SEAFORD,75,3198
SEAFORD,73,5169
SEAFORD HEIGHTS,73,5169
SEAFORD MEADOWS,73,5169
SEAFORD RISE,73,5169
SEAFORTH,70,2092
SEAFORTH,72,4741
SEAHAM,70,2324
SEAHAMPTON,70,2286
SEAHOLME,75,3018
SEAL BAY,73,5223
SEAL ROCKS,70,2423
SEASPRAY,75,3851
SEATON,75,3858
SEATON,73,5023
SEATON NORTH,73,5023
SEAVIEW,75,3821
SEAVIEW DOWNS,73,5049
SEBASTIAN,75,3556
SEBASTOPOL,70,2666
SEBASTOPOL,75,3356
SEBASTOPOL,73,5280
SECOND VALLEY,73,5204
SECRET HARBOUR,76,6173
SEDAN,73,5353
SEDDON,75,3011
SEDDON,73,5223
SEDDON WEST,75,3011
SEDGEFIELD,70,2330
SEDGEFORD,72,4724
SEDGWICK,75,3551
SEELANDS,70,2460
SEFTON,70,2162
SEFTON PARK,73,5083
SEGENHOE,70,2337
SEISIA,72,4876
SELBOURNE,74,7292
SELBY,75,3159
SELENE,72,4630
SELLHEIM,72,4816
SELLICKS BEACH,73,5174
SELLICKS HILL,73,5174
SELWYN,75,3737
SEMAPHORE,73,5019
SEMAPHORE PARK,73,5019
SEMAPHORE SOUTH,73,5019
SENIOR,73,5268
SEPARATION CREEK,75,3221
SEPPELTSFIELD,73,5355
SEPPINGS,76,6330
SEPTIMUS,72,4754
SERPENTINE,75,3517
SERPENTINE,76,6125
SERVICETON,75,3420
SETTLEMENT CITY,70,2444
SEVEN HILLS,70,1730
SEVEN HILLS,70,2147
SEVEN HILLS,72,4170
SEVEN HILLS WEST,70,2147
SEVEN MILE BEACH,74,7170
SEVEN OAKS,70,2440
SEVENHILL,73,5453
SEVENTEEN MILE,72,4344
SEVENTEEN MILE ROCKS,72,4073
SEVENTEEN SEVENTY,72,4677
SEVENTY MILE,72,4820
SEVERNLEA,72,4352
SEVILLE,75,3139
SEVILLE EAST,75,3139
SEVILLE GROVE,76,6112
SEXTON,72,4570
SEXTONVILLE,70,2470
SEYMOUR,75,3660
SEYMOUR,75,3661
SEYMOUR,74,7215
SEYMOUR SOUTH,75,3660
SHACKLETON,76,6386
SHADFORTH,70,2800
SHADFORTH,76,6333
SHADY CREEK,75,3821
SHAILER PARK,72,4128
SHALLOW BAY,70,2428
SHALLOW INLET,75,3960
SHALVEY,70,2770
SHANES PARK,70,2747
SHANNON,76,6262
SHANNON,74,7030
SHANNON BROOK,70,2470
SHANNON VALE,70,2370
SHANNONDALE,70,2460
SHANNONS FLAT,70,2630
SHANNONVALE,75,3898
SHANNONVALE,72,4873
SHARK BAY,76,6537
SHARK CREEK,70,2463
SHARON,72,4670
SHARPS CREEK,70,2729
SHAUGH,73,5267
SHAW,72,4818
SHAYS FLAT,75,3384
SHE OAKS,75,3331
SHEA-OAK LOG,73,5371
SHEANS CREEK,75,3666
SHEAOAK FLAT,73,5581
SHEARWATER,74,7307
SHEEDYS GULLY,70,2790
SHEEP HILLS,75,3392
SHEEP STATION CREEK,72,4515
SHEFFIELD,74,7306
SHEIDOW PARK,73,5158
SHELBOURNE,75,3463
SHELBURNE,72,4874
SHELDON,72,4157
SHELFORD,75,3329
SHELL COVE,70,2529
SHELL POCKET,72,4855
SHELLEY,75,3701
SHELLEY,76,6148
SHELLHARBOUR,70,2529
SHELLHARBOUR CITY CENTRE,70,2529
SHELLY BEACH,70,2261
SHELLY BEACH,72,4551
SHELLY BEACH,72,4810
SHENTON PARK,76,6008
SHEPHERDS FLAT,75,3461
SHEPPARTON,75,3630
SHEPPARTON,75,3632
SHEPPARTON EAST,75,3631
SHEPPARTON NORTH,75,3631
SHEPPARTON SOUTH,75,3630
SHERBROOKE,75,3789
SHERINGA,73,5607
SHERLOCK,73,5301
SHERLOCK,76,6714
SHERWOOD,70,2440
SHERWOOD,70,2450
SHERWOOD,70,2474
SHERWOOD,72,4075
SHERWOOD,73,5267
SHIRBOURNE,72,4809
SHIRLEY,75,3373
SHOAL BAY,71,830
SHOAL BAY,70,2315
SHOAL POINT,72,4750
SHOALHAVEN HEADS,70,2535
SHOALWATER,72,4702
SHOALWATER,76,6169
SHOOTERS HILL,70,2787
SHOREHAM,75,3916
SHOREWELL PARK,74,7320
SHORNCLIFFE,72,4017
SHORT,73,5279
SHORTLAND,70,2307
SHOTTS,76,6225
SHUTE HARBOUR,72,4802
SIDMOUTH,74,7270
SIDONIA,75,3444
SIESTA PARK,76,6280
SILENT GROVE,70,2372
SILKSTONE,72,4304
SILKWOOD,72,4856
SILKWOOD EAST,72,4857
SILKY OAK,72,4854
SILVAN,75,3795
SILVER CREEK,72,4800
SILVER RIDGE,72,4344
SILVER SANDS,73,5173
SILVER SANDS,76,6210
SILVER SPUR,72,4385
SILVER VALLEY,72,4872
SILVERDALE,70,2752
SILVERDALE,72,4307
SILVERLEAF,72,4605
SILVERLEAVES,75,3922
SILVERLEIGH,72,4401
SILVERTON,70,2880
SILVERTON,73,5204
SILVERWATER,70,1811
SILVERWATER,70,2128
SILVERWATER,70,2264
SILVERWOOD,72,4370
SIMMIE,75,3564
SIMMIE,72,4454
SIMPKINS CREEK,70,2469
SIMPSON,75,3266
SIMPSONS BAY,74,7150
SIMPSONS CREEK,75,3888
SIMSON,75,3465
SINAGRA,76,6065
SINCLAIR,76,6450
SINGLETON,70,2330
SINGLETON,76,6175
SINGLETON HEIGHTS,70,2330
SINGLETON MILITARY AREA,70,2331
SINGLETONS MILL,70,2775
SINNAMON PARK,72,4073
SIPPY DOWNS,72,4556
SISTERS BEACH,74,7321
SISTERS CREEK,74,7325
SIX MILE SWAMP,70,2469
SKELETON ROCK,76,6426
SKENES CREEK,75,3233
SKENES CREEK NORTH,75,3233
SKENNARS HEAD,70,2478
SKIBO,75,3260
SKILLION FLAT,70,2440
SKINNERS FLAT,75,3518
SKINNERS SHOOT,70,2481
SKIPTON,75,3361
SKYE,75,3977
SKYE,73,5072
SKYRING RESERVE,72,4671
SLACKS CREEK,72,4127
SLADE POINT,72,4740
SLADEVALE,72,4370
SLATY CREEK,75,3478
SLEAFORD,73,5607
SLEEPY HOLLOW,70,2483
SLOPING MAIN,74,7186
SMEATON,75,3364
SMEATON GRANGE,70,2567
SMITH BROOK,76,6258
SMITHFIELD,70,2164
SMITHFIELD,72,4878
SMITHFIELD,73,5114
SMITHFIELD PLAINS,73,5114
SMITHFIELD WEST,70,2164
SMITHLEA,72,4385
SMITHS BEACH,75,3922
SMITHS CREEK,70,2460
SMITHS CREEK,70,2474
SMITHS CREEK,70,2484
SMITHS GULLY,75,3760
SMITHS LAKE,70,2428
SMITHTON,74,7330
SMITHTOWN,70,2440
SMITHVILLE,73,5302
SMOKEYTOWN,75,3364
SMOKO,75,3741
SMOKY BAY,73,5680
SMOKY CREEK,72,4702
SMYTHES CREEK,75,3351
SMYTHESDALE,75,3351
SNAKE VALLEY,75,3351
SNAKES PLAIN,70,2824
SNOWBALL,70,2622
SNOWTOWN,73,5520
SNOWY PLAINS,70,2628
SNUG,74,7054
SODWALLS,70,2790
SOFALA,70,2795
SOLDIERS HILL,75,3350
SOLDIERS HILL,72,4825
SOLDIERS POINT,70,2317
SOLOMON,73,5641
SOLOMONTOWN,73,5540
SOLUS,76,6207
SOMERS,75,3927
SOMERSBY,70,2250
SOMERSET,74,7322
SOMERSET DAM,72,4312
SOMERTON,70,2340
SOMERTON,75,3062
SOMERTON PARK,75,3851
SOMERTON PARK,73,5044
SOMERVILLE,75,3912
SOMERVILLE,76,6430
SOMME,72,4382
SORELL,74,7172
SORELL CREEK,74,7140
SORRENTO,75,3943
SORRENTO,76,6020
SOUTH ALBURY,70,2640
SOUTH ARM,70,2449
SOUTH ARM,70,2460
SOUTH ARM,74,7022
SOUTH BALLINA,70,2478
SOUTH BATHURST,70,2795
SOUTH BINGERA,72,4670
SOUTH BODALLIN,76,6424
SOUTH BOULDER,76,6432
SOUTH BOWENFELS,70,2790
SOUTH BRIGHTON,73,5048
SOUTH BRISBANE,72,4101
SOUTH BROKEN HILL,70,2880
SOUTH BRUNY,74,7150
SOUTH BUNBURY,76,6230
SOUTH BURNIE,74,7320
SOUTH BURRACOPPIN,76,6421
SOUTH CARNARVON,76,6701
SOUTH COOGEE,70,2034
SOUTH DATATINE,76,6317
SOUTH DOODLAKINE,76,6411
SOUTH DUBBO,70,2830
SOUTH DUDLEY,75,3995
SOUTH DURRAS,70,2536
SOUTH EAST NANANGO,72,4615
SOUTH END,72,4680
SOUTH EVANS HEAD,70,2473
SOUTH FOREST,74,7330
SOUTH FREMANTLE,76,6162
SOUTH GEELONG,75,3220
SOUTH GLADSTONE,72,4680
SOUTH GLENCOE,76,6317
SOUTH GOLDEN BEACH,70,2483
SOUTH GRAFTON,70,2460
SOUTH GRANVILLE,70,2142
SOUTH GREENOUGH,76,6528
SOUTH GUILDFORD,76,6055
SOUTH GUNDAGAI,70,2722
SOUTH GUNDURIMBA,70,2480
SOUTH GUYRA,70,2365
SOUTH HEDLAND,76,6722
SOUTH HOBART,74,7004
SOUTH HUMMOCKS,73,5550
SOUTH HURSTVILLE,70,2221
SOUTH INNISFAIL,72,4860
SOUTH ISIS,72,4660
SOUTH JOHNSTONE,72,4859
SOUTH KALGOORLIE,76,6430
SOUTH KEMPSEY,70,2440
SOUTH KILKERRAN,73,5573
SOUTH KINGSVILLE,75,3015
SOUTH KOLAN,72,4670
SOUTH KUKERIN,76,6352
SOUTH KUMMININ,76,6368
SOUTH KUNUNOPPIN,76,6489
SOUTH LAKE,76,6164
SOUTH LAKE GRACE,76,6353
SOUTH LAUNCESTON,74,7249
SOUTH LISMORE,70,2480
SOUTH LITTLETON,70,2790
SOUTH MACKAY,72,4740
SOUTH MACLEAN,72,4280
SOUTH MAITLAND,70,2320
SOUTH MAROOTA,70,2756
SOUTH MELBOURNE,75,3205
SOUTH MELBOURNE,75,8865
SOUTH MISSION,72,4852
SOUTH MOLLE,72,4741
SOUTH MORANG,75,3752
SOUTH MOUNT CAMERON,74,7264
SOUTH MURCHISON,76,6635
SOUTH MURWILLUMBAH,70,2484
SOUTH NANANGO,72,4615
SOUTH NEWDEGATE,76,6355
SOUTH NIETTA,74,7315
SOUTH NOWRA,70,2541
SOUTH PAMBULA,70,2549
SOUTH PENRITH,70,2750
SOUTH PERTH,76,6151
SOUTH PERTH,76,6951
SOUTH PERTH ANGELO ST,76,6151
SOUTH PLANTATIONS,76,6701
SOUTH PLYMPTON,73,5038
SOUTH PRESTON,74,7315
SOUTH PURRUMBETE,75,3260
SOUTH QUAIRADING,76,6383
SOUTH RIANA,74,7316
SOUTH RIPLEY,72,4306
SOUTH SPREYTON,74,7310
SOUTH SPRINGFIELD,74,7260
SOUTH STIRLING,76,6324
SOUTH STRADBROKE,72,4216
SOUTH TALWOOD,72,4496
SOUTH TAMMIN,76,6409
SOUTH TAMWORTH,70,2340
SOUTH TOOWOOMBA,72,4350
SOUTH TOWNSVILLE,72,4810
SOUTH TRAYNING,76,6488
SOUTH TREES,72,4680
SOUTH TURRAMURRA,70,2074
SOUTH WAGGA WAGGA,70,2650
SOUTH WELLESLEY ISLANDS,72,4871
SOUTH WENTWORTHVILLE,70,2145
SOUTH WEST ROCKS,70,2431
SOUTH WINDSOR,70,2756
SOUTH WOLUMLA,70,2550
SOUTH YAAMBA,72,4702
SOUTH YARRA,75,3141
SOUTH YELBENI,76,6487
SOUTH YILGARN,76,6426
SOUTH YUNA,76,6532
SOUTH YUNDERUP,76,6208
SOUTHAMPTON,70,2460
SOUTHAMPTON,76,6253
SOUTHBANK,75,3006
SOUTHBROOK,72,4363
SOUTHEDGE,72,4871
SOUTHEND,73,5280
SOUTHERN BROOK,76,6401
SOUTHERN CROSS,75,3283
SOUTHERN CROSS,72,4820
SOUTHERN CROSS,76,6426
SOUTHERN LAMINGTON,72,4211
SOUTHERN RIVER,76,6110
SOUTHGATE,70,2460
SOUTHLAND CENTRE,75,3192
SOUTHPORT,71,822
SOUTHPORT,72,4215
SOUTHPORT,74,7109
SOUTHPORT LAGOON,74,7109
SOUTHPORT PARK,72,4215
SOUTHSIDE,72,4570
SOUTHWOOD,72,4406
SOVEREIGN HILL,75,3350
SPALDING,73,5454
SPALDING,76,6530
SPALFORD,74,7315
SPARGO CREEK,75,3461
SPEARWOOD,76,6163
SPECIMEN HILL,75,3555
SPECTACLE LAKE,73,5345
SPEED,75,3488
SPEEDWELL,72,4613
SPEERS POINT,70,2284
SPEEWA,70,2735
SPEEWA,75,3585
SPEEWAH,72,4881
SPENCE,69,2615
SPENCE,73,5271
SPENCER,70,2775
SPENCER PARK,76,6330
SPENCERS BROOK,76,6401
SPICERS CREEK,70,2820
SPICKETTS CREEK,70,2455
SPIT JUNCTION,70,2088
SPLINTER CREEK,72,4630
SPLIT YARD CREEK,72,4306
SPLITTERS CREEK,70,2640
SPOTSWOOD,75,3015
SPREADBOROUGH,72,4825
SPRENT,74,7315
SPREYTON,74,7310
SPRING BEACH,74,7190
SPRING BLUFF,72,4352
SPRING CREEK,70,2800
SPRING CREEK,72,4343
SPRING CREEK,72,4361
SPRING CREEK,72,4420
SPRING FARM,70,2570
SPRING FARM,73,5453
SPRING FLAT,70,2850
SPRING GROVE,70,2470
SPRING GULLY,75,3550
SPRING GULLY,73,5453
SPRING HILL,70,2500
SPRING HILL,70,2800
SPRING HILL,75,3444
SPRING HILL,72,4000
SPRING HILL,72,4004
SPRING MOUNTAIN,70,2360
SPRING MOUNTAIN,72,4124
SPRING PLAINS,70,2388
SPRING RIDGE,70,2343
SPRING TERRACE,70,2798
SPRINGBANK,75,3352
SPRINGBROOK,72,4213
SPRINGDALE,70,2666
SPRINGDALE,72,4380
SPRINGDALE HEIGHTS,70,2641
SPRINGDALLAH,75,3351
SPRINGFIELD,70,2250
SPRINGFIELD,70,2630
SPRINGFIELD,75,3434
SPRINGFIELD,75,3531
SPRINGFIELD,72,4300
SPRINGFIELD,72,4871
SPRINGFIELD,73,5062
SPRINGFIELD,76,6525
SPRINGFIELD,74,7260
SPRINGFIELD LAKES,72,4300
SPRINGHURST,75,3682
SPRINGLANDS,72,4804
SPRINGMOUNT,75,3364
SPRINGRANGE,70,2618
SPRINGS,76,6308
SPRINGSIDE,70,2800
SPRINGSIDE,72,4356
SPRINGSURE,72,4722
SPRINGTON,73,5235
SPRINGVALE,70,2650
SPRINGVALE,70,2790
SPRINGVALE,75,3171
SPRINGVALE SOUTH,75,3172
SPRINGWOOD,70,2777
SPRINGWOOD,72,4127
SPURGEON,72,4873
SQUARE MILE,73,5291
SQUEAKING POINT,74,7307
ST AGNES,72,4671
ST AGNES,73,5097
ST ALBANS,70,2775
ST ALBANS,75,3021
ST ALBANS PARK,75,3219
ST ANDREWS BEACH,75,3941
ST ARNAUD,75,3478
ST ARNAUD EAST,75,3478
ST ARNAUD NORTH,75,3478
ST AUBYN,72,4352
ST CLAIR,70,2330
ST CLAIR,70,2759
ST CLAIR,75,3995
ST FILLANS,70,2850
ST GEORGE,70,2622
ST GEORGE,72,4487
ST GEORGE RANGES,76,6728
ST GEORGES,73,5064
ST GEORGES BASIN,70,2540
ST GERMAINS,75,3620
ST HELENS,75,3285
ST HELENS,72,4356
ST HELENS,72,4650
ST HELENS,74,7216
ST HELENS BEACH,72,4798
ST HELENS PARK,70,2560
ST HELENS PLAINS,75,3401
ST HUBERTS ISLAND,70,2257
ST IVES,70,2075
ST IVES,73,5252
ST IVES CHASE,70,2075
ST JAMES,75,3727
ST JAMES,76,6102
ST JOHNS,73,5373
ST JOHNS PARK,70,2176
ST KILDA,75,3182
ST KILDA,72,4671
ST KILDA,73,5110
ST KILDA EAST,75,3183
ST KILDA ROAD,75,8004
ST KILDA WEST,75,3182
ST KITTS,73,5356
ST LAWRENCE,72,4707
ST LEONARDS,70,1590
ST LEONARDS,70,2065
ST LEONARDS,75,3223
ST LEONARDS,74,7250
ST LUCIA,72,4067
ST LUCIA SOUTH,72,4067
ST MARY,72,4570
ST MARYS,70,1790
ST MARYS,70,2760
ST MARYS,73,5042
ST MARYS,74,7215
ST MARYS EAST,70,2760
ST MARYS SOUTH,70,2760
ST MORRIS,73,5068
ST PAULS,70,2031
ST PETERS,70,2044
ST PETERS,73,5069
ST RONANS,76,6302
ST RUTH,72,4405
STAATEN,72,4871
STACEYS BRIDGE,75,3971
STAFFORD,72,4053
STAFFORD HEIGHTS,72,4053
STAFFORDSHIRE REEF,75,3351
STAGHORN FLAT,75,3691
STALWORTH,72,4613
STAMFORD,72,4821
STANAGE,72,4702
STANBOROUGH,70,2360
STANBRIDGE,70,2705
STANFORD MERTHYR,70,2327
STANHOPE,70,2335
STANHOPE,75,3623
STANHOPE GARDENS,70,2768
STANHOPE SOUTH,75,3623
STANLEY,75,3747
STANLEY,73,5415
STANLEY,74,7331
STANLEY FLAT,73,5453
STANMORE,70,2048
STANMORE,72,4514
STANNIFER,70,2369
STANNUM,70,2371
STANSBURY,73,5582
STANTHORPE,72,4380
STANWELL,72,4702
STANWELL PARK,70,2508
STANWELL TOPS,70,2508
STAPYLTON,72,4207
STARCKE,72,4895
STATE MINE GULLY,70,2790
STATION ARCADE,73,5000
STAUGHTON VALE,75,3221
STAVELY,75,3379
STAVERTON,74,7306
STAWELL,75,3380
STAWELL WEST,75,3380
STEAM PLAINS,70,2710
STEELS CREEK,75,3775
STEELTON,73,5413
STEEPLE FLAT,70,2631
STEIGLITZ,75,3331
STEIGLITZ,72,4207
STEINBROOK,70,2372
STEINFELD,73,5356
STENHOUSE BAY,73,5575
STEPHENS CREEK,70,2880
STEPHENS ISLAND,72,4875
STEPHENSTON,73,5433
STEPNEY,73,5069
STEPPES,74,7030
STEWART CREEK VALLEY,72,4873
STEWART RANGE,73,5271
STEWARTON,75,3725
STEWARTON,72,4702
STEWARTS BROOK,70,2337
STEWARTS MOUNT,70,2795
STEWARTS RIVER,70,2443
STIEGLITZ,74,7216
STIRLING,69,2611
STIRLING,75,3893
STIRLING,73,5152
STIRLING,76,6021
STIRLING ESTATE,76,6271
STIRLING NORTH,73,5710
STIRLING RANGE NATIONAL PARK,76,6338
STOCKDALE,75,3862
STOCKHAVEN,72,4625
STOCKINBINGAL,70,2725
STOCKLEIGH,72,4280
STOCKPORT,73,5410
STOCKRINGTON,70,2322
STOCKTON,70,2295
STOCKTON,72,4871
STOCKWELL,73,5355
STOCKYARD,72,4344
STOCKYARD,72,4703
STOCKYARD CREEK,70,2460
STOCKYARD CREEK,73,5460
STOCKYARD HILL,75,3373
STOCKYARD PLAIN,73,5330
STOKERS SIDING,70,2484
STOKES,72,4823
STOKES BAY,73,5223
STONE HUT,73,5480
STONE WELL,73,5352
STONEHAVEN,75,3221
STONELANDS,72,4612
STONELEIGH,75,3373
STONELEIGH,72,4356
STONES CORNER,72,4120
STONEVILLE,76,6081
STONOR,74,7119
STONY CHUTE,70,2480
STONY CREEK,70,2550
STONY CREEK,70,2850
STONY CREEK,75,3371
STONY CREEK,75,3957
STONY CREEK,72,4514
STONY CROSSING,70,2734
STONY HEAD,74,7252
STONY RISE,74,7310
STONYFELL,73,5066
STONYFORD,75,3260
STOODLEY,74,7306
STORM KING,72,4380
STORMLEA,74,7184
STOTERS HILL,72,4860
STOTTS CREEK,70,2487
STOVE HILL,76,6714
STOW,73,5461
STOWPORT,74,7321
STRADBROKE,75,3851
STRAHAN,74,7468
STRANGWAYS,75,3461
STRATFORD,70,2422
STRATFORD,75,3862
STRATFORD,72,4870
STRATH CREEK,75,3658
STRATHALBYN,73,5255
