suburb,state_id,postcode
CHEYNES,76,6328
CHICHESTER,70,2420
CHICHESTER,76,6751
CHIDLOW,76,6556
CHIFLEY,70,2036
CHIFLEY,69,2606
CHIGWELL,74,7011
CHILCOTTS CREEK,70,2339
CHILCOTTS GRASS,70,2480
CHILDERS,75,3824
CHILDERS,72,4660
CHILLAGOE,72,4871
CHILLINGHAM,70,2484
CHILLINGOLLAH,75,3585
CHILPENUNDA,73,5660
CHILTERN,75,3683
CHILTERN VALLEY,75,3683
CHINAMAN WELLS,73,5573
CHINANGIN,75,3544
CHINBINGINA,73,5680
CHINCHILLA,72,4413
CHINDERAH,70,2487
CHINGHEE CREEK,72,4285
CHINKAPOOK,75,3546
CHINNOCK,70,2550
CHINTIN,75,3756
CHIPPENDALE,70,2008
CHIPPING NORTON,70,2170
CHIRNSIDE,72,4723
CHIRNSIDE PARK,75,3116
CHISHOLM,69,2905
CHISWICK,70,2046
CHITTAWAY BAY,70,2261
CHITTAWAY POINT,70,2261
CHITTERING,76,6084
CHOCOLYN,75,3260
CHORREGON,72,4730
CHOWAN CREEK,70,2484
CHOWERUP,76,6244
CHRISTIE DOWNS,73,5164
CHRISTIES,75,3962
CHRISTIES BEACH,73,5165
CHRISTIES BEACH NORTH,73,5165
CHRISTMAS CREEK,72,4285
CHRISTMAS HILLS,75,3775
CHRISTMAS HILLS,74,7330
CHRISTMAS ISLAND,76,6798
CHUDLEIGH,74,7304
CHULLORA,70,2190
CHUM CREEK,75,3777
CHURCH POINT,70,2105
CHURCHABLE,72,4311
CHURCHILL,75,3842
CHURCHILL,72,4305
CHURCHILL ISLAND,75,3925
CHURCHLANDS,76,6018
CHUTE,75,3373
CHUWAR,72,4306
CINNABAR,72,4600
CITY BEACH,76,6015
CITY WEST CAMPUS,73,5000
CIVIC SQUARE,69,2608
CLACKLINE,76,6564
CLAGIRABA,72,4211
CLAIRVIEW,72,4741
CLANDULLA,70,2848
CLAPHAM,73,5062
CLARA CREEK,72,4468
CLARAVILLE,72,4871
CLARE,70,2711
CLARE,72,4807
CLARE,73,5453
CLAREDALE,72,4807
CLAREMONT,76,6010
CLAREMONT,76,6910
CLAREMONT,74,7011
CLAREMONT MEADOWS,70,2747
CLAREMONT NORTH,76,6010
CLARENCE,70,2790
CLARENCE GARDENS,73,5039
CLARENCE PARK,73,5034
CLARENCE POINT,74,7270
CLARENCE TOWN,70,2321
CLARENDON,70,2756
CLARENDON,75,3352
CLARENDON,72,4311
CLARENDON,73,5157
CLARENDON VALE,74,7019
CLARENZA,70,2460
CLARETOWN,75,3352
CLAREVILLE,70,2107
CLARINDA,75,3169
CLARKE CREEK,72,4705
CLARKEFIELD,75,3430
CLARKES HILL,75,3352
CLARKSON,76,6030
CLAUDE ROAD,74,7306
CLAVERTON,72,4471
CLAY WELLS,73,5280
CLAYFIELD,72,4011
CLAYMORE,70,2559
CLAYPANS,73,5238
CLAYTON,75,3168
CLAYTON,73,5256
CLAYTON SOUTH,75,3169
CLEAR CREEK,70,2795
CLEAR ISLAND WATERS,72,4226
CLEAR LAKE,75,3409
CLEAR MOUNTAIN,72,4500
CLEAR RANGE,70,2620
CLEARFIELD,70,2469
CLEARVIEW,73,5085
CLEARY,76,6472
CLEAVERVILLE,76,6714
CLELAND,73,5152
CLEMANT,72,4816
CLEMATIS,75,3782
CLEMENTS GAP,73,5523
CLEMTON PARK,70,2206
CLERGATE,70,2800
CLERMONT,72,4721
CLEVE,73,5640
CLEVELAND,70,2530
CLEVELAND,72,4163
CLEVELAND,74,7211
CLIFDEN,70,2460
CLIFFORD,72,4427
CLIFFORD GARDENS,72,4350
CLIFTLEIGH,70,2321
CLIFTON,70,2515
CLIFTON,72,4361
CLIFTON,76,6211
CLIFTON BEACH,72,4879
CLIFTON BEACH,74,7020
CLIFTON CREEK,75,3875
CLIFTON GROVE,70,2800
CLIFTON HILL,75,3068
CLIFTON SPRINGS,75,3222
CLINTON,72,4680
CLINTON,73,5570
CLINTON CENTRE,73,5570
CLINTONVALE,72,4370
CLOISTERS SQUARE,76,6850
CLONBINANE,75,3658
CLONCURRY,72,4824
CLONTARF,70,2093
CLONTARF,72,4019
CLONTARF,72,4357
CLONTARF BEACH,72,4019
CLOSEBURN,72,4520
CLOTHIERS CREEK,70,2484
CLOUDS CREEK,70,2453
CLOVASS,70,2480
CLOVELLY,70,2031
CLOVELLY PARK,73,5042
CLOVELLY WEST,70,2031
CLOVER FLAT,75,3315
CLOVERDALE,76,6105
CLOVERDALE,76,6985
CLOVERLEA,75,3822
CLOYNA,72,4605
CLUAN,74,7303
CLUB TERRACE,75,3889
CLUDEN,72,4811
CLUMBER,72,4309
CLUNES,70,2480
CLUNES,75,3370
CLYBUCCA,70,2440
CLYDE,70,2142
CLYDE,75,3978
CLYDE NORTH,75,3978
CLYDEBANK,75,3851
CLYDESDALE,70,2330
CLYDESDALE,75,3461
COADS TANK,70,2646
COAL CREEK,72,4312
COAL POINT,70,2283
COALBANK,72,4352
COALCLIFF,70,2508
COALDALE,70,2460
COALFALLS,72,4305
COALSTOUN LAKES,72,4621
COALVILLE,75,3825
COASTERS RETREAT,70,2108
COATESVILLE,75,3165
COBAINS,75,3851
COBAKI,70,2486
COBAKI LAKES,70,2486
COBAR,70,2835
COBAR PARK,70,2790
COBARGO,70,2550
COBARK,70,2422
COBAW,75,3442
COBBADAH,70,2347
COBBANNAH,75,3862
COBBERAS,75,3900
COBBITTY,70,2570
COBBS HILL,72,4605
COBDEN,75,3266
COBDOGLA,73,5346
COBLININE,76,6317
COBRABALL,72,4703
COBRAM,75,3643
COBRAM,75,3644
COBRAM EAST,75,3644
COBRAMUNGA,70,2732
COBRICO,75,3266
COBUNGRA,75,3898
COBURG,75,3058
COBURG NORTH,75,3058
COBURN,76,6532
COCAMBA,75,3546
COCATA,73,5654
COCHRANES CREEK,75,3475
COCKALEECHIE,73,5631
COCKATOO,75,3781
COCKATOO,72,4419
COCKATOO ISLAND,76,6731
COCKATOO VALLEY,73,5351
COCKBURN,73,5440
COCKBURN CENTRAL,76,6164
COCKLEBIDDY,76,6443
COCKWHY,70,2539
COCONUT ISLAND,72,4875
COCONUTS,72,4860
COCOROC,75,3030
CODJATOTINE,76,6308
CODRINGTON,70,2471
CODRINGTON,75,3285
COEN,72,4871
COES CREEK,72,4560
COFFEE CAMP,70,2480
COFFIN BAY,73,5607
COFFS HARBOUR,70,2450
COFFS HARBOUR JETTY,70,2450
COFFS HARBOUR PLAZA,70,2450
COGGAN,70,2849
COGHILLS CREEK,75,3364
COGRA BAY,70,2083
COHUNA,75,3568
COILA,70,2537
COIMADAI,75,3340
COKUM,75,3542
COLAC,75,3250
COLAC COLAC,75,3707
COLAC EAST,75,3250
COLAC WEST,75,3250
COLBINABBIN,75,3559
COLBROOK,75,3342
COLD HARBOUR,76,6302
COLDSTREAM,70,2462
COLDSTREAM,75,3770
COLEAMBALLY,70,2707
COLEBATCH,73,5266
COLEBEE,70,2761
COLEBROOK,74,7027
COLEDALE,70,2515
COLERAINE,75,3315
COLES,73,5272
COLES BAY,74,7215
COLES CREEK,72,4570
COLEVALE,72,4808
COLEYVILLE,72,4307
COLIGNAN,75,3494
COLINROOBIE,70,2700
COLINTON,70,2626
COLINTON,72,4306
COLLANILLING,76,6315
COLLARENEBRI,70,2833
COLLAROY,70,2097
COLLAROY,72,4707
COLLAROY BEACH,70,2097
COLLAROY PLATEAU WEST,70,2097
COLLECTOR,70,2581
COLLEGE GROVE,76,6230
COLLEGE PARK,73,5069
COLLEGE VIEW,72,4343
COLLENDINA,70,2646
COLLEY,73,5671
COLLIE,70,2827
COLLIE,76,6225
COLLIE BURN,76,6225
COLLINGULLIE,70,2650
COLLINGWOOD,70,2850
COLLINGWOOD,75,3066
COLLINGWOOD HEIGHTS,76,6330
COLLINGWOOD NORTH,75,3066
COLLINGWOOD PARK,72,4301
COLLINGWOOD PARK,76,6330
COLLINS,76,6260
COLLINS CREEK,70,2474
COLLINSFIELD,73,5555
COLLINSVALE,74,7012
COLLINSVILLE,72,4804
COLLINSVILLE,73,5418
COLLINSWOOD,73,5081
COLLIVER,75,3630
COLLOMBATTI,70,2440
COLLUM COLLUM,70,2460
COLLY BLUE,70,2343
COLO,70,2756
COLO,70,2795
COLO HEIGHTS,70,2756
COLO VALE,70,2575
COLONEL LIGHT GARDENS,73,5041
COLONGRA,70,2262
COLTON,73,5670
COLUMBIA,72,4820
COLUMBOOLA,72,4415
COLYTON,70,2760
COMARA,70,2440
COMAUM,73,5277
COMBANING,70,2666
COMBARA,70,2829
COMBERTON,70,2540
COMBIENBAR,75,3889
COMBO,70,2330
COMBOYNE,70,2429
COME BY CHANCE,70,2832
COMERONG ISLAND,70,2540
COMMISSARIAT POINT,73,5710
COMMISSIONERS CREEK,70,2484
COMMISSIONERS FLAT,72,4514
COMMODINE,76,6311
COMO,70,2226
COMO,72,4571
COMO,76,6152
COMO,76,6952
COMOBELLA,70,2820
COMOON LOOP,72,4858
COMPTON,73,5291
CONA CREEK,72,4722
CONARA,74,7211
CONARGO,70,2710
CONCONGELLA,75,3381
CONCORD,70,2137
CONCORD REPATRIATION HOSPITAL,70,2139
CONCORD WEST,70,2138
CONCORDIA,73,5118
CONDAH,75,3303
CONDAH SWAMP,75,3286
CONDAMINE,72,4416
CONDAMINE FARMS,72,4357
CONDAMINE PLAINS,72,4352
CONDELL PARK,70,2200
CONDER,69,2906
CONDINGUP,76,6450
CONDOBOLIN,70,2877
CONDON,72,4815
CONDONG,70,2484
CONDOWIE,73,5464
CONEAC,70,2422
CONGARINNI,70,2447
CONGARINNI NORTH,70,2447
CONGEWAI,70,2325
CONGO,70,2537
CONGUPNA,75,3633
CONIMBIA,70,2829
CONINGHAM,74,7054
CONINGSBY,72,4740
CONISTON,70,2500
CONJOLA,70,2539
CONJOLA PARK,70,2539
CONJUBOY,72,4871
CONMURRA,73,5272
CONNELLS POINT,70,2221
CONNELLYS MARSH,74,7173
CONNEWARRE,75,3227
CONNEWIRRICOO,75,3318
CONNOLLY,76,6027
CONOBLE,70,2878
CONONDALE,72,4552
CONSUELO,72,4702
CONTINE,76,6311
CONWAY,72,4800
CONWAY BEACH,72,4800
COOBA,70,2663
COOBER PEDY,73,5723
COOBOWIE,73,5583
COOCHIEMUDLO ISLAND,72,4184
COOCHIN,72,4310
COOCHIN CREEK,72,4519
COODANUP,76,6210
COOEE,74,7320
COOEE BAY,72,4703
COOEEIMBARDI,72,4313
COOGEE,70,2034
COOGEE,76,6166
COOJAR,75,3315
COOK,69,2614
COOK,73,5710
COOKAMIDGERA,70,2870
COOKARDINIA,70,2650
COOKE PLAINS,73,5261
COOKERNUP,76,6220
COOKS GAP,70,2850
COOKS HILL,70,2300
COOKS MYALLS,70,2870
COOKTOWN,72,4895
COOLABAH,70,2831
COOLABINE,72,4574
COOLABUNIA,72,4610
COOLAC,70,2727
COOLADAR HILL,76,6638
COOLADDI,72,4479
COOLAGOLITE,70,2550
COOLAH,70,2843
COOLAMON,70,2701
COOLANA,72,4311
COOLANGATTA,70,2535
COOLANGATTA,72,4225
COOLANGUBRA,70,2550
COOLAROO,75,3048
COOLATAI,70,2402
COOLBAGGIE,70,2830
COOLBELLUP,76,6163
COOLBIE,72,4850
COOLBINIA,76,6050
COOLCALALAYA,76,6532
COOLCHA,73,5238
COOLEMAN,70,2611
COOLEYS CREEK,70,2729
COOLGARDIE,70,2478
COOLGARDIE,76,6429
COOLILLIE,73,5670
COOLJARLOO,76,6507
COOLMUNDA,72,4387
COOLONGOLOOK,70,2423
COOLOOLA,72,4580
COOLOOLA COVE,72,4580
COOLOOLABIN,72,4560
COOLOONGUP,76,6168
COOLRINGDON,70,2630
COOLTONG,73,5341
COOLUM BEACH,72,4573
COOLUMBOOKA,70,2632
COOLUMBURRA,70,2622
COOLUP,76,6214
COOMA,70,2630
COOMA,75,3616
COOMA NORTH,70,2630
COOMALBIDGUP,76,6450
COOMANDOOK,73,5261
COOMBA BAY,70,2428
COOMBA PARK,70,2428
COOMBABAH,72,4216
COOMBADJHA,70,2460
COOMBE,73,5267
COOMBELL,70,2470
COOMBERDALE,76,6512
COOMBOONA,75,3629
COOMERA,72,4209
COOMINGLAH,72,4630
COOMINGLAH FOREST,72,4630
COOMINYA,72,4311
COOMOO,72,4702
COOMOO COOMOO,70,2343
COOMOORA,75,3461
COOMOOROO,73,5431
COOMRITH,72,4422
COOMUNGA,73,5607
COONABARABRAN,70,2357
COONABIDGEE,76,6503
COONALPYN,73,5265
COONAMBLE,70,2829
COONAMBULA,72,4626
COONAMIA,73,5540
COONARR,72,4670
COONAWARRA,71,820
COONAWARRA,73,5263
COONDLE,76,6566
COONDOO,72,4570
COONGBAR,70,2469
COONGOOLA,72,4490
COONGULLA,75,3860
COONONG,70,2645
COONOOER BRIDGE,75,3478
COONOOER WEST,75,3478
COOPERABUNG,70,2441
COOPERNOOK,70,2426
COOPERS CREEK,75,3825
COOPERS CREEK,73,5731
COOPERS GULLY,70,2550
COOPERS PLAINS,72,4108
COOPERS SHOOT,70,2479
COOPLACURRIPA,70,2424
COORABELL,70,2479
COORABIE,73,5690
COORADA,72,4420
COORAN,72,4569
COORANBONG,70,2265
COORIEMUNGLE,75,3268
COOROIBAH,72,4565
COORONG,73,5264
COOROO LANDS,72,4860
COOROOMAN,72,4702
COOROW,76,6515
COOROY,72,4563
COOROY MOUNTAIN,72,4563
COORPAROO,72,4151
COORUMBA,72,4860
COORUMBENE,72,4702
COOTAMUNDRA,70,2590
COOTHARABA,72,4565
COOTRA,73,5650
COOTRALANTRA,70,2628
COOWONGA,72,4702
COOYA BEACH,72,4873
COOYA POOYA,76,6714
COOYAL,70,2850
COOYAR,72,4402
COPACABANA,70,2251
COPE,70,2852
COPE COPE,75,3480
COPELAND,70,2422
COPETON,70,2360
COPEVILLE,73,5308
COPI HOLLOW,70,2879
COPLEY,73,5732
COPLEY,76,6562
COPMANHURST,70,2460
COPPABELLA,70,2644
COPPABELLA,72,4741
COPPER HILL,70,2866
COPPERHANNIA,70,2795
COQUETTE POINT,72,4860
CORA LYNN,75,3814
CORACK,75,3480
CORACK EAST,75,3480
CORAGULAC,75,3249
CORAKI,70,2471
CORAL BANK,75,3691
CORAL BAY,76,6701
CORAL COVE,72,4670
CORALIE,72,4871
CORALVILLE,70,2443
CORAMBA,70,2450
CORANG,70,2622
CORANGULA,70,2440
CORBIE HILL,70,2705
CORDALBA,72,4660
CORDEAUX,70,2526
CORDEAUX HEIGHTS,70,2526
CORDELIA,72,4850
CORDERING,76,6393
CORDILLO DOWNS,73,5731
COREE,70,2710
COREE SOUTH,70,2716
COREEN,70,2646
CORELLA,72,4570
CORFIELD,72,4733
CORINDA,72,4075
CORINDHAP,75,3352
CORINDI BEACH,70,2456
CORINELLA,70,2871
CORINELLA,75,3984
CORINGA,72,4621
CORINNA,74,7321
CORINTHIA,76,6426
CORIO,75,3214
CORLETTE,70,2315
CORNALLA,70,2710
CORNDALE,70,2480
CORNDALE,75,3311
CORNDALE,72,4610
CORNELIA CREEK,75,3622
CORNELLA,75,3551
CORNEY TOWN,70,2790
CORNISHTOWN,75,3683
CORNUBIA,72,4130
CORNWALL,72,4455
CORNWALL,74,7215
CORNWALLIS,70,2756
CORNY POINT,73,5575
COROBIMILLA,70,2700
COROMANDEL EAST,73,5157
COROMANDEL VALLEY,73,5051
CORONET BAY,75,3984
COROP,75,3559
COROP WEST,75,3558
COROROOKE,75,3254
COROWA,70,2646
CORRABARE,70,2325
CORRIGIN,76,6375
CORRIMAL,70,2518
CORRIMAL EAST,70,2518
CORRINGLE,75,3888
CORRONG,70,2711
CORROWONG,70,2633
CORRYONG,75,3707
CORTLINYE,73,5641
CORUNNA,70,2546
CORUNNUN,75,3249
COSGROVE,75,3631
COSGROVE SOUTH,75,3631
COSMO NEWBERY,76,6440
COSSACK,76,6720
COSTERFIELD,75,3523
COTHAM,75,3101
COTSWOLD,75,3465
COTSWOLD HILLS,72,4350
COTTAGE POINT,70,2084
COTTAWALLA,70,2583
COTTESLOE,76,6011
COTTESLOE,76,6911
COTTLES BRIDGE,75,3099
COTTON TREE,72,4558
COTTONVALE,72,4375
COUCH BEACH,73,5575
COUGAL,70,2474
COULSON,72,4310
COULTA,73,5607
COUNTEGANY,70,2630
COURABYRA,70,2653
COURADDA,70,2390
COURAGAGO,70,2720
COURIDJAH,70,2571
COURTENAY,76,6288
COUTA ROCKS,74,7330
COUTTS CROSSING,70,2460
COVERTY,72,4613
COW BAY,72,4873
COW FLAT,70,2795
COWABBIE,70,2663
COWALELLUP,76,6336
COWALLA,76,6503
COWAN,70,2081
COWAN COWAN,72,4025
COWANDILLA,73,5033
COWANGIE,75,3506
COWARAMUP,76,6284
COWCOWING,76,6485
COWELL,73,5602
COWES,75,3922
COWIRRA,73,5238
COWLEY,72,4871
COWLEY BEACH,72,4871
COWLEY CREEK,72,4871
COWLEYS CREEK,75,3268
COWPER,70,2460
COWRA,70,2794
COWRIE POINT,74,7321
COWWARR,75,3857
COX PENINSULA,71,822
COXS CREEK,70,2849
COXS CROWN,70,2849
COYRECUP,76,6317
CRABBES CREEK,70,2483
CRABTREE,74,7109
CRACE,69,2911
CRACKENBACK,70,2627
CRACOW,72,4719
CRADLE MOUNTAIN,74,7306
CRADOC,74,7109
CRADOCK,73,5432
CRAFERS,73,5152
CRAFERS WEST,73,5152
CRAIGBURN FARM,73,5051
CRAIGIE,70,2632
CRAIGIE,75,3465
CRAIGIE,76,6025
CRAIGIEBURN,75,3064
CRAIGLIE,72,4877
CRAIGMORE,73,5114
CRAIGNISH,72,4655
CRAMPHORNE,76,6420
CRAMPS BAY,74,7030
CRANBOURNE,75,3977
CRANBOURNE EAST,75,3977
CRANBOURNE NORTH,75,3977
CRANBOURNE SOUTH,75,3977
CRANBOURNE WEST,75,3977
CRANBROOK,72,4814
CRANBROOK,76,6321
CRANBROOK,74,7190
CRANEBROOK,70,2749
CRANGAN BAY,70,2259
CRANLEY,72,4350
CRAVEN,70,2422
CRAVEN PLATEAU,70,2422
CRAWFORD,72,4610
CRAWFORD RIVER,70,2423
CRAWLEY,76,6009
CRAWNEY,70,2338
CRAYFISH CREEK,74,7321
CREDITON,72,4757
CREEK JUNCTION,75,3669
CREEK VIEW,75,3558
CREEWAH,70,2631
CREIGHTON,75,3666
CREIGHTONS CREEK,75,3666
CREMORNE,70,2090
CREMORNE,75,3121
CREMORNE,72,4740
CREMORNE,74,7024
CREMORNE JUNCTION,70,2090
CREMORNE POINT,70,2090
CRESCENT,73,5341
CRESCENT HEAD,70,2440
CRESSBROOK,72,4313
CRESSBROOK CREEK,72,4355
CRESSWELL DOWNS,71,862
CRESSY,75,3322
CRESSY,74,7302
CRESTMEAD,72,4132
CRESTWOOD,70,2620
CRESWICK,75,3363
CRESWICK NORTH,75,3363
CRIB POINT,75,3919
CRIMEA,72,4816
CRINGILA,70,2502
CRINUM,72,4723
CROFTBY,72,4310
CROHAMHURST,72,4519
CROKI,70,2430
CROMARTY,72,4809
CROMER,70,2099
CROMER,75,3193
CROMER,73,5235
CRONULLA,70,2230
CROOBLE,70,2400
CROOBYAR,70,2539
CROOKED BROOK,76,6236
CROOKED CORNER,70,2583
CROOKED RIVER,75,3862
CROOKWELL,70,2583
CROOM,70,2527
CROPPA CREEK,70,2411
CROSS ROADS,70,2850
CROSS ROADS,75,3373
CROSS ROADS,73,5558
CROSSDALE,72,4312
CROSSLANDS,70,2446
CROSSLEY,75,3283
CROSSMAN,76,6390
CROSSOVER,75,3821
CROUDACE BAY,70,2280
CROWDY HEAD,70,2427
CROWEA,76,6258
CROWLANDS,75,3377
CROWLEY VALE,72,4342
CROWNTHORPE,72,4605
CROWS NEST,70,1582
CROWS NEST,70,1585
CROWS NEST,70,2065
CROWS NEST,72,4355
CROWTHER,70,2803
CROWTHER ISLAND,70,2460
CROXTON EAST,75,3301
CROYDON,70,2132
CROYDON,75,3136
CROYDON,72,4871
CROYDON,73,5008
CROYDON HILLS,75,3136
CROYDON NORTH,75,3136
CROYDON PARK,70,2133
CROYDON PARK,73,5008
CROYDON PARK SOUTH,73,5008
CROYDON SOUTH,75,3136
CRUDINE,70,2795
CRYMELON,75,3393
CRYNA,72,4285
CRYON,70,2832
CRYSTAL BROOK,72,4800
CRYSTAL BROOK,73,5523
CRYSTAL CREEK,70,2484
CRYSTAL CREEK,75,3714
CRYSTAL CREEK,72,4816
CRYSTAL WATERS,72,4552
CRYSTALBROOK,72,4871
CUBALLING,76,6311
CUBBA,70,2835
CUBBINE,76,6383
CUCKOO,74,7260
CUDAL,70,2864
CUDGEE,75,3265
CUDGEGONG,70,2850
CUDGEL,70,2700
CUDGEN,70,2487
CUDGERA CREEK,70,2484
CUDGEWA,75,3705
CUDLEE CREEK,73,5232
CUDMIRRAH,70,2540
CUE,76,6640
CULBURRA,73,5261
CULBURRA BEACH,70,2540
CULCAIRN,70,2660
CULGOA,75,3530
CULHAM,76,6566
CULLA,75,3315
CULLACABARDEE,76,6067
CULLALLA,76,6503
CULLEN,75,3568
CULLEN BAY,71,820
CULLEN BULLEN,70,2790
CULLENBONE,70,2850
CULLENDORE,70,2372
CULLERIN,70,2581
CULLINANE,72,4860
CULLULLERAINE,75,3496
CULMARAN CREEK,70,2469
CULTANA,73,5600
CUMBALUM,70,2478
CUMBANDRY,70,2852
CUMBERLAND PARK,73,5041
CUMBERLAND REACH,70,2756
CUMBIJOWA,70,2871
CUMBO,70,2850
CUMBOOGLE,70,2830
CUMBORAH,70,2832
CUMMINS,73,5631
CUMNOCK,70,2867
CUNDARE NORTH,75,3251
CUNDEELEE,76,6434
CUNDERDIN,76,6407
CUNDINUP,76,6275
CUNDLE FLAT,70,2424
CUNDLETOWN,70,2430
CUNDUMBUL,70,2866
CUNGENA,73,5660
CUNGULLA,72,4816
CUNJARDINE,76,6401
CUNJURONG POINT,70,2539
CUNLIFFE,73,5554
CUNNAMULLA,72,4490
CUNNINGAR,70,2587
CUNNINGHAM,72,4370
CUNNINGHAM,73,5571
CUNNINYEUK,70,2734
CUNYARIE,73,5641
CUPRONA,74,7316
CURBAN,70,2827
CURDIES RIVER,75,3268
CURDIEVALE,75,3268
CURL CURL,70,2096
CURLEW WATERS,70,2672
CURLEWIS,70,2381
CURLEWIS,75,3222
CURLWAA,70,2648
CURRA,72,4570
CURRA CREEK,70,2820
CURRABUBULA,70,2342
CURRAGH,70,2795
CURRAJAH,72,4871
CURRAJONG,72,4812
CURRAMBINE,76,6028
CURRAMORE,70,2533
CURRAMORE,72,4552
CURRAMULKA,73,5580
CURRANS HILL,70,2567
CURRARONG,70,2540
CURRAWANANNA,70,2650
CURRAWANG,70,2580
CURRAWARNA,70,2650
CURRAWONG BEACH,70,2108
CURRENCY CREEK,73,5214
CURRICABARK,70,2422
CURRIE,74,7256
CURRIMUNDI,72,4551
CURROWAN,70,2536
CURRUMBIN,72,4223
CURRUMBIN VALLEY,72,4223
CURRUMBIN WATERS,72,4223
CURTIN,69,2605
CURTIS ISLAND,72,4680
CURYO,75,3483
CUSHNIE,72,4608
CUSTON,73,5270
CUTELLA,72,4352
CUTHBERT,76,6330
CUTTABRI,70,2388
CUTTABURRA,72,4490
CUTTAGEE,70,2546
CUTTLEFISH BAY,73,5222
CYGNET,74,7112
CYGNET RIVER,73,5223
CYNTHIA,72,4627
CYPRESS GARDENS,72,4357
D'AGUILAR,72,4514
D'ESTREES BAY,73,5223
DAADENNING CREEK,76,6410
DABEE,70,2849
DACEYVILLE,70,2032
DADSWELLS BRIDGE,75,3385
DAGGAR HILLS,76,6638
DAGLISH,76,6008
DAGMAR,72,4873
DAGUN,72,4570
DAINTREE,72,4873
DAIRY FLAT,70,2474
DAIRY PLAINS,74,7304
DAIRYMANS PLAINS,70,2630
DAISY HILL,75,3465
DAISY HILL,72,4127
DAJARRA,72,4825
DAKABIN,72,4503
DAKENBA,72,4715
DALBEG,72,4807
DALBY,72,4405
DALCOUTH,72,4380
DALE,76,6304
DALES CREEK,75,3341
DALEYS POINT,70,2257
DALGA,72,4630
DALGETY,70,2628
DALIAK,76,6302
DALKEITH,76,6009
DALKEY,73,5461
DALLARNIL,72,4621
DALLAS,75,3047
DALMA,72,4702
DALMENY,70,2546
DALMORE,75,3981
DALMORTON,70,2460
DALRYMPLE CREEK,72,4850
DALRYMPLE HEIGHTS,72,4757
DALSWINTON,70,2328
DALTON,70,2581
DALTONS BRIDGE,75,3568
DALVEEN,72,4374
DALWALLINU,76,6609
DALWOGAN,72,4415
DALWOOD,70,2335
DALWOOD,70,2477
DALY RIVER,71,822
DALY WATERS,71,852
DALYELLUP,76,6230
DALYSFORD,72,4671
DALYSTON,75,3992
DALYUP,76,6450
DAMASCUS,72,4671
DAMPER CREEK,72,4849
DAMPIER,76,6713
DAMPIER ARCHIPELAGO,76,6713
DAMPIER PENINSULA,76,6725
DANBULLA,72,4872
DANDALOO,70,2823
DANDANNING,76,6479
DANDARAGAN,76,6507
DANDENONG,75,3175
DANDENONG,75,8785
DANDENONG EAST,75,3175
DANDENONG NORTH,75,3175
DANDENONG SOUTH,75,3164
DANDENONG SOUTH,75,3175
DANDEROO,72,4370
DANDONGADALE,75,3737
DANDRY,70,2357
DANGAR,70,2309
DANGAR ISLAND,70,2083
DANGARSLEIGH,70,2350
DANGELONG,70,2630
DANGIN,76,6383
DANGORE,72,4610
DAPTO,70,2530
DARADGEE,72,4860
DARAWANK,70,2428
DARBALARA,70,2722
DARBYS FALLS,70,2793
DARCH,76,6065
DARDANUP,76,6236
DARDANUP WEST,76,6236
DARETON,70,2717
DARGAL ROAD,72,4455
DARGAN,70,2786
DARGO,75,3862
DARK CORNER,70,2795
DARKAN,76,6392
DARKE PEAK,73,5642
DARKES FOREST,70,2508
DARKWOOD,70,2454
DARLEY,75,3340
DARLIMURLA,75,3871
DARLING,75,3145
DARLING DOWNS,76,6122
DARLING HEIGHTS,72,4350
DARLING POINT,70,2027
DARLINGHURST,70,1300
DARLINGHURST,70,2010
DARLINGTON,70,2008
DARLINGTON,70,2330
DARLINGTON,75,3271
DARLINGTON,72,4285
DARLINGTON,73,5047
DARLINGTON,76,6070
DARLINGTON POINT,70,2706
DARLOW,70,2729
DARNLEY ISLAND,72,4875
DARNUM,75,3822
DAROOBALGIE,70,2870
DARRA,72,4076
DARRADUP,76,6275
DARRAWEIT GUIM,75,3756
DARRIMAN,75,3851
DARTBROOK,70,2336
DARTMOOR,75,3304
DARTMOOR,76,6532
DARTMOUTH,75,3701
DARTNALL,76,6320
DARTS CREEK,72,4695
DARUKA,70,2340
DARWIN,71,800
DARWIN,71,801
DARWIN RIVER,71,841
DATATINE,76,6317
DAUAN ISLAND,72,4875
DAVENPORT,76,6230
DAVESON,72,4855
DAVEYSTON,73,5355
DAVIDSON,70,2085
DAVIS,74,7151
DAVIS CREEK,70,2336
DAVISTOWN,70,2251
DAVOREN PARK,73,5113
DAVOREN PARK NORTH,73,5113
DAVOREN PARK SOUTH,73,5113
DAW PARK,73,5041
DAWES POINT,70,2000
DAWESLEY,73,5252
DAWESVILLE,76,6211
DAWSON,75,3858
DAWSON,73,5422
DAYBORO,72,4521
DAYDREAM ISLAND,72,4741
DAYLESFORD,75,3460
DAYMAR,72,4497
DAYSDALE,70,2646
DE GREY,76,6722
DE MOLE RIVER,73,5223
DEAGON,72,4017
DEAKIN,69,2600
DEAKIN UNIVERSITY,75,3217
DEAKIN WEST,69,2600
DEAN,75,3363
DEAN PARK,70,2761
DEANMILL,76,6258
DEANS MARSH,75,3235
DEAUVILLE,70,2443
DEBENHAM,70,2446
DECEPTION BAY,72,4508
DEDDICK VALLEY,75,3888
DEDDINGTON,74,7212
DEDERANG,75,3691
DEDIN,72,4873
DEE,74,7140
